BLOCK,DAY,MONTH,YEAR,ROW,PLANT,FLOWER,Height,Width,Weight,Druplets,Crumbliness,Comments,CODE (block# added to front),TREATMENT,POLLEN_DONOR,POLLINATORS,VISIT1,VISIT2,VISIT3,VISIT4,VISIT5,VISIT6,VISIT7,VISIT8,VISIT9,VISIT10,VISIT11,VISIT12,VISIT13,VISIT14,VISIT15,VISIT16,VISIT17,VISIT18,VISIT19,VISIT20,VISIT21,VISIT22,VISIT23,VISIT24,VISIT25,VISIT26,VISIT27,VISIT28,VISIT29,Total visits,TOTAL TIME,COMMENTS
KD6D_,24,1,2018,20_,8_,961,23.97,20.79,4.68,103,3,,KD6D_20_8_961,V,,HB,HP2,HP2,HP2,HP2,HP4,HP5,,,,,,,,,,,,,,,,,,,,,,,,6,17,
KD6D_,24,1,2018,20_,8_,962,24.43,21.98,4.70,106,2,,KD6D_20_8_962,V,,HB,HP5,HP7,HP5,HN78,HP9,HP63,,,,,,,,,,,,,,,,,,,,,,,,6,167,
KD8_,24,1,2018,1_,3_,963,7.09,9.47,0.21,11,1,,KD8_1_3_963,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD8_,24,1,2018,1_,3_,964,16.21,16.09,2.05,62,1,,KD8_1_3_964,V,,HB,HN41,HP5,HP3,HP3,HP6,HP1,HP2,HP9,HP4,HP13,,,,,,,,,,,,,,,,,,,,10,87,
KD8_,24,1,2018,1_,3_,965,19.3,16.46,2.70,73,2,,KD8_1_3_965,V,,Mixed,HN43,HP6,HP3,HP4,HP3,HP3,HP11,HP15,SP4,HP2,HP18,,,,,,,,,,,,,,,,,,,11,112,
KD8_,24,1,2018,5_,3_,966,20.39,21.53,4.11,82,2,,KD8_5_3_966,V,,HB,HP5,HP4,HP2,HP3,HN97,HN10,HP2,HP10,,,,,,,,,,,,,,,,,,,,,,8,133,
KD8_,24,1,2018,5_,3_,967,7.27,10.66,0.33,14,1,,KD8_5_3_967,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD8_,24,1,2018,5_,3_,968,22.88,20,4.45,101,3,,KD8_5_3_968,V,,Mixed,HP2,HN35,HP3,HP2,HP2,HP3,SP25,HP7,HP4,HP2,HP4,HP2,HP5,SP2,HP1,HP2,,,,,,,,,,,,,,16,101,
KD8_,24,1,2018,5_,3_,969,20.72,21.02,4.47,100,3,,KD8_5_3_969,V,,HB,HP14,HP14,HP5,HP6,HP7,HP7,HP1,HP9,HP2,HP1,,,,,,,,,,,,,,,,,,,,10,66,
KD8_,24,1,2018,5_,8_,970,13.7,14.97,1.53,49,1,,KD8_5_8_970,V,,HB,HP62,HN83,HP4,HP9,HP4,HP3,HP7,,,,,,,,,,,,,,,,,,,,,,,7,172,
KD8_,24,1,2018,5_,8_,971,0,0,0.00,0,1,Naturally aborted?,KD8_5_8_971,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6C_,24,1,2018,11_,5_,972,17.59,15.08,2.21,81,2,,KD6C_11_5_972,V,,HB,HN90,HP4,HP4,HP5,HP2,,,,,,,,,,,,,,,,,,,,,,,,,5,105,
KD6C_,24,1,2018,11_,5_,973,16.14,13.49,1.45,89,3,,KD6C_11_5_973,V,,HB,HP27,HP34,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,61,
KD6C_,24,1,2018,11_,5_,974,16.02,13.48,1.49,78,2,,KD6C_11_5_974,V,,HB,HN24,HP2,HP5,HP2,HP31,HP7,HP8,,,,,,,,,,,,,,,,,,,,,,,7,79,
KD6C_,24,1,2018,11_,5_,975,16.5,14.06,1.84,89,1,,KD6C_11_5_975,V,,HB,HN122,HP53,HP8,HP2,,,,,,,,,,,,,,,,,,,,,,,,,,4,185,
KD6C_,24,1,2018,11_,5_,976,15.98,15.2,2.09,72,2,,KD6C_11_5_976,V,,HB,HN26,HN38,HP4,HP4,,,,,,,,,,,,,,,,,,,,,,,,,,4,72,
KD5D_,24,1,2018,3_,7_,977,20.55,17.99,2.99,113,2,,KD5D_3_7_977,V,,HB,HP38,HP7,HP13,HP4,HP18,HP12,HP20,,,,,,,,,,,,,,,,,,,,,,,7,112,
KD5D_,24,1,2018,3_,7_,978,10.63,15.16,0.83,21,1,,KD5D_3_7_978,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD5D_,24,1,2018,3_,7_,979,22.19,20.69,4.31,120,3,,KD5D_3_7_979,V,,Mixed,HP17,HP2,HP1,HP10,HP8,HP1,HP14,SP3,HP3,HP5,HP27,HP16,HP26,SP15,SP44,HP3,1HP1,SP3,HP19,SP7,HP4,HP2,HP21,HP3,,,,,,24,265,
KD5C_,25,1,2018,30_,1_,980,10.72,11.35,0.49,49,1,Fruit appears to have aborted before fully ripe due to broken/damaged stem,KD5C_30_1_980,V,,SB,SP6,SP6,SP12,SP2,SP7,SP10,SP17,SP27,SP3,SP7,SP26,SP7,SP2,SP27,,,,,,,,,,,,,,,,14,159,
KD5C_,25,1,2018,30_,1_,981,5.67,7.83,0.10,12,1,Fruit appears to have aborted before fully ripe due to broken/damaged stem,KD5C_30_1_981,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD5C_,25,1,2018,30_,1_,982,11.5,8.9,0.43,56,1,Fruit appears to have aborted before fully ripe due to broken/damaged stem,KD5C_30_1_982,V,,Mixed,SP23,SP12,SP11,SP3,SP3,SP7,SP11,SP7,SP8,SP12,SP29,SP26,SP3,SP4,SP21,SP1,SP7,HP12,SP13,SP8,SP6,,,,,,,,,21,227,
KD5C_,25,1,2018,30_,1_,983,7.97,11.98,0.28,24,1,Fruit appears to have aborted before fully ripe due to broken/damaged stem,KD5C_30_1_983,V,,Mixed,SP8,HP30,HP47,SP6,SP2,,,,,,,,,,,,,,,,,,,,,,,,,5,93,
KD5C_,25,1,2018,30_,1_,984,11.69,12.52,0.78,47,1,Fruit appears to have aborted before fully ripe due to broken/damaged stem,KD5C_30_1_984,V,,HB,HP9,HP9,HP44,HP3,HP13,,,,,,,,,,,,,,,,,,,,,,,,,5,78,
KD5C_,25,1,2018,30_,1_,985,10.77,8.78,0.35,45,1,Fruit appears to have aborted before fully ripe due to broken/damaged stem,KD5C_30_1_985,V,,Mixed,SP12,SP4,SN15,SP17,SN18,SP5,SP11,SP18,SN29,SP17,SP3,SP4,SP21,SP3,HP16,SP3,2SP,SP51,,,,,,,,,,,,18,249,
KD5C_,25,1,2018,30_,5_,986,19.86,19.32,3.15,72,1,,KD5C_30_5_986,V,,Mixed,HP11,HP34,SP4,SP19,HP6,HN62,HP4,HP24,HP42,HP2,SP2,HP6,SP8,,,,,,,,,,,,,,,,,13,224,
KD5C_,25,1,2018,30_,5_,987,18.33,17.94,2.22,53,1,,KD5C_30_5_987,V,,Mixed,SP3,SP42,SP20,HP31,HP16,SP9,HP1,,,,,,,,,,,,,,,,,,,,,,,7,122,
KD5C_,25,1,2018,30_,5_,988,16.8,16.73,2.23,57,2,,KD5C_30_5_988,V,,Mixed,HP21,HP36,SP7,HP5,SP6,HP6,HP7,SP5,SP3,,,,,,,,,,,,,,,,,,,,,9,96,
KD5C_,25,1,2018,30_,5_,989,17.88,18.89,2.98,64,1,,KD5C_30_5_989,V,,Mixed,HP11,SP18,HP11,SP2,HP4,SP2,SP6,HP4,SP4,SP5,,,,,,,,,,,,,,,,,,,,10,67,
KD5C_,25,1,2018,30_,8_,990,0,0,0.00,0,0,,KD5C_30_8_990,V,,Mixed,SP8,HP5,SN5,HP2,HP2,HN20,HP7,HP2,,,,,,,,,,,,,,,,,,,,,,8,51,Snapped
KD5C_,25,1,2018,30_,8_,991,0,0,0.00,0,0,,KD5C_30_8_991,V,,Mixed,HP16,SP7,HP5,HP4,HP4,HP2,HP2,HP6,SP2,,,,,,,,,,,,,,,,,,,,,9,48,Snapped
KD5C_,25,1,2018,30_,8_,992,0,0,0.00,0,0,,KD5C_30_8_992,V,,Mixed,SP12,HP4,HP4,HP2,HP3,HP2,HP6,,,,,,,,,,,,,,,,,,,,,,,7,33,Snapped
KD5C_,25,1,2018,30_,8_,993,0,0,0.00,0,0,,KD5C_30_8_993,V,,Mixed,SP11,HP27,HP20,HP6,HP9,HP6,HP5,HP6,SP3,SP2,HP1,HP1,HP4,SP3,,,,,,,,,,,,,,,,14,104,Snapped
KD5C_,25,1,2018,30_,7_,994,16.05,15.69,1.59,34,1,,KD5C_30_7_994,V,,Mixed,SN29,SP18,SP2,SP1,SP8,SP9,HP39,SP4,2,SP18,SP27,SP50,HP37,,,,,,,,,,,,,,,,,13,244,
KD5C_,25,1,2018,30_,7_,995,17.07,18.86,2.75,56,1,,KD5C_30_7_995,V,,Mixed,SP1,SP3,SP3,HP2,HP6,HP7,SP9,HP11,SP2,SP7,SP9,HP13,SP11,HP4,HP5,SP5,SP1,SP18,,,,,,,,,,,,18,117,
KD5C_,25,1,2018,30_,7_,996,18.34,17,1.63,55,1,,KD5C_30_7_996,V,,Mixed,SP17,HP11,HP1,HP30,HP22,HN108,,,,,,,,,,,,,,,,,,,,,,,,6,189,
KD5C_,25,1,2018,25_,8_,997,15.7,20.6,2.53,48,1,,KD5C_25_8_997,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD5C_,25,1,2018,25_,8_,998,8.46,11.56,0.42,26,1,,KD5C_25_8_998,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD5C_,25,1,2018,25_,8_,999,19.34,16.85,2.32,101,3,,KD5C_25_8_999,V,,Mixed,SP6,SP6,SP10,SP13,SP14,HP35,SP4,HP8,,,,,,,,,,,,,,,,,,,,,,8,96,
KD5C_,25,1,2018,25_,8_,1000,19.95,17.55,2.88,112,3,,KD5C_25_8_1000,V,,Mixed,SP5,HP50,SP5,SP23,HP32,SP5,,,,,,,,,,,,,,,,,,,,,,,,6,120,
KD5C_,25,1,2018,25_,8_,1001,19.57,17.59,2.43,80,2,,KD5C_25_8_1001,V,,SB,SP11,SN16,SP3,SP4,SP9,SP3,SP8,,,,,,,,,,,,,,,,,,,,,,,7,54,
KD5C_,25,1,2018,25_,8_,1002,20.45,18.03,2.81,94,3,,KD5C_25_8_1002,V,,Mixed,SP6,SP8,SP4,SP3,HP7,SP7,SP8,SN21,SP4,,,,,,,,,,,,,,,,,,,,,9,68,
KD6C_,25,1,2018,8_,3_,1003,21.24,18.48,3.61,102,2,,KD6C_8_3_1003,V,,HB,HP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,
KD6C_,25,1,2018,8_,3_,1004,18.04,17,2.45,101,2,,KD6C_8_3_1004,V,,Mixed,HP7,HP11,HP5,SP63,SN48,SP14,SP4,,,,,,,,,,,,,,,,,,,,,,,7,152,
KD5D_,25,1,2018,3_,4_,1005,23.86,20.78,4.18,83,1,,KD5D_3_4_1005,V,,HB,HP6,HP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,
KD5D_,25,1,2018,3_,4_,1006,22.79,18.86,3.85,105,3,,KD5D_3_4_1006,V,,Mixed,SP4,SP2,SP3,SP4,HP6,HP6,HP3,HP43,HP8,HP12,HP3,,,,,,,,,,,,,,,,,,,11,94,
KD5D_,25,1,2018,3_,4_,1007,23.32,20.28,4.38,106,3,,KD5D_3_4_1007,V,,Mixed,SP9,SP6,SP3,HP3,HP2,HP1,HP2,HP45,HP18,HP3,HP68,HP2,,,,,,,,,,,,,,,,,,12,162,
KD5D_,25,1,2018,3_,4_,1008,22.72,19.83,3.85,108,3,,KD5D_3_4_1008,V,,Mixed,HP4,HP21,HN30,HP7,HP8,HN26,HP7,SP1,SP10,HP2,HP2,HP7,,,,,,,,,,,,,,,,,,12,125,
KD5D_,25,1,2018,3_,4_,1009,23.03,19.9,4.10,109,3,,KD5D_3_4_1009,V,,HB,HP43,HP20,HN95,HP4,HP7,HP15,HP2,HP4,,,,,,,,,,,,,,,,,,,,,,8,190,
KD6D_,26,1,2018,30_,7_,1010,0,0,0.00,0,0,,KD6D_30_7_1010,V,,HB,HN30,HP15,HP9,HP27,HP4,HP2,HP2,HP2,HP24,HP30,HP4,HP6,HP11,,,,,,,,,,,,,,,,,13,166,Eaten by caterpillars
KD6D_,26,1,2018,30_,7_,1011,0,0,0.00,0,0,,KD6D_30_7_1011,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Eaten by caterpillars
KD6D_,26,1,2018,30_,7_,1012,0,0,0.00,0,0,,KD6D_30_7_1012,V,,HB,HP6,HP7,HP7,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,Eaten by caterpillars
KD6D_,26,1,2018,30_,4_,1013,11.98,18.88,1.61,48,1,,KD6D_30_4_1013,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,30_,4_,1014,23.79,21.26,4.87,121,3,,KD6D_30_4_1014,V,,HB,HP23,HP5,HN81,HP38,,,,,,,,,,,,,,,,,,,,,,,,,,4,147,
KD6D_,26,1,2018,30_,4_,1015,25.96,22.3,5.32,122,3,,KD6D_30_4_1015,V,,HB,HP11,HP18,HP41,HP4,HP6,HP37,HP2,HP32,HP14,,,,,,,,,,,,,,,,,,,,,9,165,
KD6D_,26,1,2018,28_,6_,1016,16.82,18.89,2.72,39,2,,KD6D_28_6_1016,V,,Mixed,HP6,HN122,SP1,SP7,HP11,SP9,HP20,HP38,,,,,,,,,,,,,,,,,,,,,,8,214,
KD6D_,26,1,2018,28_,6_,1017,17.57,16.93,2.55,85,3,,KD6D_28_6_1017,V,,HB,HP3,HP1,HP1,HP2,HP4,HP16,HP5,HP7,HN19,HP1,,,,,,,,,,,,,,,,,,,,10,59,
KD6D_,26,1,2018,28_,6_,1018,19.53,17.44,2.68,79,3,,KD6D_28_6_1018,V,,HB,HP10,HP8,HP2,HP29,HP13,HP4,HP18,HP24,,,,,,,,,,,,,,,,,,,,,,8,108,
KD6D_,26,1,2018,28_,2_,1019,18.93,17.69,2.56,70,3,,KD6D_28_2_1019,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,28_,2_,1020,9.78,15.53,0.41,7,1,,KD6D_28_2_1020,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,28_,2_,1021,13.87,17.19,1.15,22,1,,KD6D_28_2_1021,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,28_,2_,1022,11.06,12.6,0.34,7,1,,KD6D_28_2_1022,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,28_,2_,1023,13.12,17.89,1.87,23,1,,KD6D_28_2_1023,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,28_,2_,1024,12.47,17.87,1.63,24,1,,KD6D_28_2_1024,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,28_,2_,1025,16.53,20.97,3.01,52,1,,KD6D_28_2_1025,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,28_,2_,1026,11.94,17.13,2.12,26,1,,KD6D_28_2_1026,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,25_,10_,1027,11.18,15.55,1.06,17,1,,KD6D_25_10_1027,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,25_,10_,1028,3.59,6.39,0.01,2,1,,KD6D_25_10_1028,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,25_,10_,1029,10.98,17.41,1.26,16,1,,KD6D_25_10_1029,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,25_,10_,1030,16.31,17.31,2.16,44,2,,KD6D_25_10_1030,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,25_,10_,1031,19.29,17.6,2.82,92,2,,KD6D_25_10_1031,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,25_,10_,1032,15.61,18.03,2.16,29,1,,KD6D_25_10_1032,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,25_,10_,1033,18.9,17.55,2.47,67,2,,KD6D_25_10_1033,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,25_,10_,1034,18.96,17.59,2.49,79,3,,KD6D_25_10_1034,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD6D_,26,1,2018,23_,10_,1035,5.39,7.41,0.05,4,1,,KD6D_23_10_1035,V,,HB,HP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,
KD6D_,26,1,2018,23_,10_,1036,19.48,18.24,2.38,94,2,,KD6D_23_10_1036,V,,HB,HP8,HP5,HP6,HP2,HP4,HP8,HP2,,,,,,,,,,,,,,,,,,,,,,,7,35,
KD6D_,26,1,2018,23_,10_,1037,19.51,17.07,2.30,88,3,,KD6D_23_10_1037,V,,HB,HP4,HP2,HP7,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,
KD6D_,26,1,2018,23_,10_,1038,18.54,15.24,1.94,88,2,,KD6D_23_10_1038,V,,HB,HP2,HP2,HP10,HP3,HP7,HP6,HP2,HP5,,,,,,,,,,,,,,,,,,,,,,8,37,
KD6D_,26,1,2018,20_,4_,1039,0,0,0.00,0,0,,KD6D_20_4_1039,V,,Mixed,SP13,SP2,SP11,HP2,SP4,HP4,HP7,HP2,SP11,,,,,,,,,,,,,,,,,,,,,9,56,
KD6D_,26,1,2018,20_,4_,1040,0,0,0.00,0,0,,KD6D_20_4_1040,V,,Mixed,SP2,SP4,SP6,SP5,SP8,HP7,SP3,,,,,,,,,,,,,,,,,,,,,,,7,35,
KD6D_,26,1,2018,20_,4_,1041,0,0,0.00,0,0,,KD6D_20_4_1041,V,,Mixed,SP14,SP4,SP5,SP8,HP4,SP16,HP6,SP4,SP3,HP2,SP3,SP23,SP2,,,,,,,,,,,,,,,,,13,94,
KD6D_,26,1,2018,20_,4_,1042,0,0,0.00,0,0,,KD6D_20_4_1042,V,,Mixed,SP6,SP5,SP5,HP15,SP5,SP3,SP3,SP3,SP15,SP14,SP2,SN42,,,,,,,,,,,,,,,,,,12,118,
KD5D_,26,1,2018,1_,20_,1043,0,0,0.00,0,0,,KD5D_1_20_1043,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Snapped
KD5D_,26,1,2018,1_,20_,1044,0,0,0.00,0,0,,KD5D_1_20_1044,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Snapped
KD5D_,26,1,2018,1_,20_,1045,0,0,0.00,0,0,,KD5D_1_20_1045,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Snapped
KD5D_,26,1,2018,1_,20_,1046,0,0,0.00,0,0,,KD5D_1_20_1046,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Snapped
KD5D_,26,1,2018,1_,20_,1047,0,0,0.00,0,0,,KD5D_1_20_1047,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Snapped
KD5D_,26,1,2018,1_,20_,1048,0,0,0.00,0,0,,KD5D_1_20_1048,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Snapped
KD5D_,26,1,2018,1_,20_,1049,0,0,0.00,0,0,,KD5D_1_20_1049,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Snapped
KD5D_,26,1,2018,1_,12_,1050,14.29,12.29,0.95,24,1,,KD5D_1_12_1050,V,,HB,HP3,HP2,HP2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,
KD5D_,26,1,2018,1_,12_,1051,17.58,17.35,2.22,78,2,,KD5D_1_12_1051,V,,Mixed,SP2,SP8,HP8,HP1,HP10,HP2,HP5,HP3,HP2,HP10,,,,,,,,,,,,,,,,,,,,10,51,
KD5D_,26,1,2018,1_,12_,1052,18.76,17.5,2.38,92,2,,KD5D_1_12_1052,V,,Mixed,SP1,HP60,HP2,HP2,HP5,HN42,,,,,,,,,,,,,,,,,,,,,,,,6,112,
KD5D_,26,1,2018,1_,12_,1053,18.08,17.56,2.44,78,3,,KD5D_1_12_1053,V,,Mixed,HP3,HP2,HP4,HP2,HP6,SP14,SP15,SP21,HP2,HP3,HP11,HP5,SP17,HP9,HP15,HP2,HN21,HP2,HP1,HP2,,,,,,,,,,20,157,
KD5D_,26,1,2018,1_,12_,1054,11.9,13.54,0.77,44,1,,KD5D_1_12_1054,C,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
KD5D_,26,1,2018,1_,12_,1055,17.17,17.53,2.11,86,3,,KD5D_1_12_1055,V,,Mixed,SN31,HN29,HP4,SP21,HP43,HP2,HP34,HP33,HP4,HP6,HP1,,,,,,,,,,,,,,,,,,,11,208,
KD5C_,26,1,2018,25_,3_,1056,9.28,14.54,0.82,12,1,,KD5C_25_3_1056,V,,HB,HN64,HP2,HP3,HP5,HP3,HP5,HP6,,,,,,,,,,,,,,,,,,,,,,,7,88,
KD5C_,26,1,2018,25_,3_,1057,15.97,16.7,1.83,27,1,,KD5C_25_3_1057,V,,HB,HP25,HP2,HN82,HP3,HP3,HP3,HP6,HP1,HP5,HP1,,,,,,,,,,,,,,,,,,,,10,131,
KD5C_,26,1,2018,25_,3_,1058,22.28,18.95,3.84,87,2,,KD5C_25_3_1058,V,,HB,HN43,HP5,HP4,HP7,HP1,HP3,,,,,,,,,,,,,,,,,,,,,,,,6,63,
KD5C_,26,1,2018,25_,3_,1059,22.25,18.21,3.88,97,2,,KD5C_25_3_1059,V,,Mixed,HP24,HP3,SP31,SP35,SP16,HP8,HP2,SP18,HP8,SP3,HP2,SP16,HP4,SP2,SP11,HP3,,,,,,,,,,,,,,16,186,
KD5C_,26,1,2018,34_,3_,1060,0,0,0.00,0,0,,KD5C_34_3_1060,V,,Mixed,HP2,HP24,HP20,HP18,HP4,HP11,HP4,HN44,HP13,SP11,HP6,HP1,SP2,HP2,HP6,SP2,SP3,SP2,HP7,SP8,,,,,,,,,,20,190,Snapped
KD5C_,26,1,2018,34_,3_,1061,0,0,0.00,0,0,,KD5C_34_3_1061,V,,Mixed,HP3,HP3,HP6,HP4,HP1,HP6,HP7,HP12,HP8,HP3,HP2,HP5,HN46,HP2,HP21,HP16,HP1,HP2,HP1,HP2,HP14,HP4,SP10,SP9,HP1,HP2,,,,26,191,Snapped
KD5C_,26,1,2018,34_,3_,1062,0,0,0.00,0,0,,KD5C_34_3_1062,V,,Mixed,HP5,HP13,HP10,HP7,HP6,HP3,HP7,HP2,HN40,HP21,HP3,HP4,HP2,HP19,HP12,HP8,SP40,HP3,HP2,HN9,HP1,SP12,HP2,SP8,SP3,,,,,25,242,Snapped
KD5C_,26,1,2018,34_,3_,1063,0,0,0.00,0,0,,KD5C_34_3_1063,V,,HB,HP2,HP1,HP2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,Snapped
KD5C_,26,1,2018,34_,3_,1064,0,0,0.00,0,0,,KD5C_34_3_1064,V,,Mixed,HP9,HP3,SP3,SP16,HP13,HP1,HP8,HP16,HN49,HP57,HP16,HP1,,,,,,,,,,,,,,,,,,12,192,Snapped
KD5C_,26,1,2018,34_,3_,1065,0,0,0.00,0,0,,KD5C_34_3_1065,V,,Mixed,HP2,HP9,HP3,HP5,SP7,SP4,HP3,HP18,HP4,HP3,SP11,HP4,HP2,HP19,SN55,,,,,,,,,,,,,,,15,149,Snapped
KD5C_,26,1,2018,34_,2_,1066,17.04,16.53,2.27,90,3,,KD5C_34_2_1066,V,,Mixed,HP38,HP22,HN14,HP3,HP1,HN27,SP11,SP13,HP16,HP2,SP19,SP1,HP2,HP3,,,,,,,,,,,,,,,,14,172,
KD5C_,26,1,2018,34_,2_,1067,11.29,14.6,1.29,18,1,,KD5C_34_2_1067,V,,HB,HP15,HP41,HN45,HP6,HP1,HP1,HP5,HP3,HP1,HP2,,,,,,,,,,,,,,,,,,,,10,120,
KD5C_,26,1,2018,34_,2_,1068,18.28,15.65,2.29,75,2,,KD5C_34_2_1068,V,,Mixed,HP12,HP16,HP13,HP12,HP14,HP4,HP3,HP3,SP24,HP10,HP2,,,,,,,,,,,,,,,,,,,11,113,
KD5C_,26,1,2018,34_,2_,1069,15.61,14.64,1.80,78,3,,KD5C_34_2_1069,V,,HB,HP23,HN66,HP11,HP1,HN47,,,,,,,,,,,,,,,,,,,,,,,,,5,148,
KD12B_,21,2,2018,9_,2_,1217,21.57,19.68,3.79,91,2,,KD12B_9_2_1217,V,,HB,HP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
KD12B_,21,2,2018,9_,2_,1218,20.31,18.51,3.76,103,2,,KD12B_9_2_1218,V,,HB,HP2,HP5,HP43,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50,
KD12B_,21,2,2018,9_,2_,1219,19.43,19.67,3.73,93,3,,KD12B_9_2_1219,V,,Mixed,HN41,SP3,HP22,HP11,HP5,,,,,,,,,,,,,,,,,,,,,,,,,5,82,
KD12B_,21,2,2018,7_,3_,1220,15.38,16.93,1.88,55,1,,KD12B_7_3_1220,V,,HB,HN9,HP2,HP3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,
KD12B_,21,2,2018,7_,3_,1221,13.63,18.84,2.11,28,1,,KD12B_7_3_1221,V,,HB,HP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,
KD12B_,21,2,2018,7_,3_,1222,19.7,19.22,3.10,99,2,,KD12B_7_3_1222,V,,HB,HP8,HP26,HP4,HP7,HP4,HP3,HP3,HP9,HP2,v2,,,,,,,,,,,,,,,,,,,,10,68,
KD12B_,21,2,2018,7_,4_,1223,19.2,21.28,3.49,72,1,,KD12B_7_4_1223,V,,HB,HN69,HP7,HP10,,,,,,,,,,,,,,,,,,,,,,,,,,,3,86,
KD12B_,21,2,2018,7_,4_,1224,18.73,20.26,3.70,102,2,,KD12B_7_4_1224,V,,HB,HP17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,
KD12B_,21,2,2018,7_,4_,1225,21.45,20.24,4.14,105,3,,KD12B_7_4_1225,V,,HB,HP42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42,
KD12B_,21,2,2018,2_,8_,1226,20.35,19.11,3.63,98,2,,KD12B_2_8_1226,V,,Mixed,HP10,HP13,SP19,HP32,SP6,,,,,,,,,,,,,,,,,,,,,,,,,5,80,
KD12B_,21,2,2018,2_,8_,1227,10.16,17.74,1.26,12,1,,KD12B_2_8_1227,V,,SB,SP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
KD12B_,22,2,2018,2_,3_,1228,19.87,17.59,2.87,100,2,,KD12B_2_3_1228,V,,Mixed,HP8,SN33,HN23,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64,
KD12B_,22,2,2018,2_,3_,1229,22.26,19.59,4.15,107,2,,KD12B_2_3_1229,V,,Mixed,HP6,HP15,HP4,HP3,SP30,SN79,HN21,HP3,HP6,HP32,,,,,,,,,,,,,,,,,,,,10,199,
