"","BLOCK","DAY","MONTH","YEAR","ROW","PLANT","FLOWER","Height","Width","Weight","Druplets","Crumbliness","Tag","TREATMENT","POLLINATORS","VISIT1","VISIT2","VISIT3","VISIT4","VISIT5","VISIT6","VISIT7","VISIT8","VISIT9","VISIT10","VISIT11","VISIT12","VISIT13","VISIT14","VISIT15","VISIT16","VISIT17","VISIT18","VISIT19","VISIT20","VISIT21","VISIT22","VISIT23","VISIT24","VISIT25","VISIT26","VISIT27","VISIT28","VISIT29","Total.visits","TOTAL.TIME","stingless_bee","honey_bee","sumvisits","p_stingless_bee","p_honey_bee","duration","V1D","cent_d","cent_v1","cent_sd"
"184","KD6C_",24,1,2018,"11_","5_",972,17.59,15.08,2.21,81,2,"KD6C_11_5_972","V","HB","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","",5,105,0,5,5,0,1,105,90,0.119217322309405,2.86390959676388,-0.987521961261765
"185","KD6C_",24,1,2018,"11_","5_",973,16.14,13.49,1.45,89,3,"KD6C_11_5_973","V","HB","H","H","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,61,0,2,2,0,1,61,27,-0.555212101040942,0.271695870525376,-0.684039602434978
"186","KD6C_",24,1,2018,"11_","5_",974,16.02,13.48,1.49,78,2,"KD6C_11_5_974","V","HB","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","",7,79,0,7,7,0,1,79,24,-0.279309155124891,0.148257121656876,-0.348611732152741
"187","KD6C_",24,1,2018,"11_","5_",975,16.5,14.06,1.84,89,1,"KD6C_11_5_975","V","HB","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","",4,185,0,4,4,0,1,185,122,1.34545263749185,4.18058958469455,-0.220829686330936
"188","KD6C_",24,1,2018,"11_","5_",976,15.98,15.2,2.09,72,2,"KD6C_11_5_976","V","HB","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","",4,72,0,4,4,0,1,72,26,-0.386604745203356,0.230549620902543,-0.492366533702271
"189","KD5D_",24,1,2018,"3_","7_",977,20.55,17.99,2.99,113,2,"KD5D_3_7_977","V","HB","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","",7,112,0,7,7,0,1,112,38,0.226512912387869,0.724304616376544,-0.0451293733259548
"193","KD5C_",25,1,2018,"30_","1_",983,7.97,11.98,0.28,24,1,"KD5C_30_1_983","V","Mixed","S","H","H","S","S","","","","","","","","","","","","","","","","","","","","","","","","",5,93,3,2,5,0.6,0.4,93,8,-0.0647179749679627,-0.510082872308459,0.130570939679027
"194","KD5C_",25,1,2018,"30_","1_",984,11.69,12.52,0.78,47,1,"KD5C_30_1_984","V","HB","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","",5,78,0,5,5,0,1,78,9,-0.294637096564672,-0.468936622685625,-0.124993151964583
"195","KD5C_",25,1,2018,"30_","1_",985,10.77,8.78,0.35,45,1,"KD5C_30_1_985","V","Mixed","S","S","S","S","S","S","S","S","S","S","S","S","S","S","H","S","2","S","","","","","","","","","","","",18,249,16,1,17,0.941176470588235,0.0588235294117647,247,12,2.29578500675825,-0.345497873817125,2.52648429883787
"196","KD5C_",25,1,2018,"30_","5_",986,19.86,19.32,3.15,72,1,"KD5C_30_5_986","V","Mixed","H","H","S","S","H","H","H","H","H","H","S","H","S","","","","","","","","","","","","","","","","",13,224,4,9,13,0.307692307692308,0.692307692307692,224,11,1.9432423536433,-0.386644123439958,2.1750836728279
"197","KD5C_",25,1,2018,"30_","5_",987,18.33,17.94,2.22,53,1,"KD5C_30_5_987","V","Mixed","S","S","S","H","H","S","H","","","","","","","","","","","","","","","","","","","","","","",7,122,4,3,7,0.571428571428571,0.428571428571429,122,3,0.379792326785675,-0.715814120422626,0.673644634421697
"198","KD5C_",25,1,2018,"30_","5_",988,16.8,16.73,2.23,57,2,"KD5C_30_5_988","V","Mixed","H","H","S","H","S","H","H","S","S","","","","","","","","","","","","","","","","","","","","",9,96,4,5,9,0.444444444444444,0.555555555555556,96,21,-0.0187341506486208,0.0248183727883758,-0.0291566175982292
"199","KD5C_",25,1,2018,"30_","5_",989,17.88,18.89,2.98,64,1,"KD5C_30_5_989","V","Mixed","H","S","H","S","H","S","S","H","S","S","","","","","","","","","","","","","","","","","","","",10,67,6,4,10,0.6,0.4,67,11,-0.463244452402259,-0.386644123439958,-0.332638976425015
"200","KD5C_",25,1,2018,"30_","7_",994,16.05,15.69,1.59,34,1,"KD5C_30_7_994","V","Mixed","S","S","S","S","S","S","H","S","2","S","S","S","H","","","","","","","","","","","","","","","","",13,244,10,2,12,0.833333333333333,0.166666666666667,242,29,2.21914529955935,0.353988369771043,2.1750836728279
"201","KD5C_",25,1,2018,"30_","7_",995,17.07,18.86,2.75,56,1,"KD5C_30_7_995","V","Mixed","S","S","S","H","H","H","S","H","S","S","S","H","S","H","H","S","S","S","","","","","","","","","","","",18,117,11,7,18,0.611111111111111,0.388888888888889,117,1,0.303152619586772,-0.798106619668293,0.62572636723852
"202","KD5C_",25,1,2018,"30_","7_",996,18.34,17,1.63,55,1,"KD5C_30_7_996","V","Mixed","S","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","",6,189,1,5,6,0.166666666666667,0.833333333333333,189,17,1.40676440325098,-0.139766625702958,1.52020068799115
"203","KD5C_",25,1,2018,"25_","8_",999,19.34,16.85,2.32,101,3,"KD5C_25_8_999","V","Mixed","S","S","S","S","S","H","S","H","","","","","","","","","","","","","","","","","","","","","",8,96,6,2,8,0.75,0.25,96,6,-0.0187341506486208,-0.592375371554126,0.210434718317655
"204","KD5C_",25,1,2018,"25_","8_",1000,19.95,17.55,2.88,112,3,"KD5C_25_8_1000","V","Mixed","S","H","S","S","H","S","","","","","","","","","","","","","","","","","","","","","","","",6,120,4,2,6,0.666666666666667,0.333333333333333,120,5,0.349136443906114,-0.633521621176959,0.609753611510794
"205","KD5C_",25,1,2018,"25_","8_",1001,19.57,17.59,2.43,80,2,"KD5C_25_8_1001","V","SB","S","S","S","S","S","S","S","","","","","","","","","","","","","","","","","","","","","","",7,54,7,0,7,1,0,54,11,-0.662507691119407,-0.386644123439958,-0.540284800885448
"206","KD5C_",25,1,2018,"25_","8_",1002,20.45,18.03,2.81,94,3,"KD5C_25_8_1002","V","Mixed","S","S","S","S","H","S","S","S","S","","","","","","","","","","","","","","","","","","","","",9,68,8,1,9,0.888888888888889,0.111111111111111,68,6,-0.447916510962478,-0.592375371554126,-0.236802442058662
"207","KD6C_",25,1,2018,"8_","3_",1003,21.24,18.48,3.61,102,2,"KD6C_8_3_1003","V","HB","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,6,0,1,1,0,1,6,6,-1.39824888022888,-0.592375371554126,-1.22711329717765
"208","KD6C_",25,1,2018,"8_","3_",1004,18.04,17,2.45,101,2,"KD6C_8_3_1004","V","Mixed","H","H","H","S","S","S","S","","","","","","","","","","","","","","","","","","","","","","",7,152,4,3,7,0.571428571428571,0.428571428571429,152,7,0.839630569979094,-0.551229121931292,1.08893628334256
"209","KD5D_",25,1,2018,"3_","4_",1005,23.86,20.78,4.18,83,1,"KD5D_3_4_1005","V","HB","H","H","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,10,0,2,2,0,1,10,6,-1.33693711446975,-0.592375371554126,-1.16322227426675
"210","KD5D_",25,1,2018,"3_","4_",1006,22.79,18.86,3.85,105,3,"KD5D_3_4_1006","V","Mixed","S","S","S","S","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","",11,94,4,7,11,0.363636363636364,0.636363636363636,94,4,-0.0493900335281821,-0.674667870799792,0.210434718317655
"211","KD5D_",25,1,2018,"3_","4_",1007,23.32,20.28,4.38,106,3,"KD5D_3_4_1007","V","Mixed","S","S","S","H","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","",12,162,3,9,12,0.25,0.75,162,9,0.9929099843769,-0.468936622685625,1.21671832916437
"212","KD5D_",25,1,2018,"3_","4_",1008,22.72,19.83,3.85,108,3,"KD5D_3_4_1008","V","Mixed","H","H","H","H","H","H","H","S","S","H","H","H","","","","","","","","","","","","","","","","","",12,125,2,10,12,0.166666666666667,0.833333333333333,125,4,0.425776151105017,-0.674667870799792,0.705590145877148
"213","KD5D_",25,1,2018,"3_","4_",1009,23.03,19.9,4.1,109,3,"KD5D_3_4_1009","V","HB","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","",8,190,0,8,8,0,1,190,43,1.42209234469076,0.930035864490711,1.12088179479801
"214","KD6D_",26,1,2018,"30_","4_",1014,23.79,21.26,4.87,121,3,"KD6D_30_4_1014","V","HB","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","",4,147,0,4,4,0,1,147,23,0.76299086278019,0.107110872034043,0.753508413060325
"215","KD6D_",26,1,2018,"30_","4_",1015,25.96,22.3,5.32,122,3,"KD6D_30_4_1015","V","HB","H","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","",9,165,0,9,9,0,1,165,11,1.03889380869624,-0.386644123439958,1.23269108489209
"216","KD6D_",26,1,2018,"28_","6_",1016,16.82,18.89,2.72,39,2,"KD6D_28_6_1016","V","Mixed","H","H","S","S","H","S","H","H","","","","","","","","","","","","","","","","","","","","","",8,214,3,5,8,0.375,0.625,214,6,1.78996293924549,-0.592375371554126,2.09521989418927
"217","KD6D_",26,1,2018,"28_","6_",1017,17.57,16.93,2.55,85,3,"KD6D_28_6_1017","V","HB","H","H","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","",10,59,0,10,10,0,1,59,3,-0.585867983920504,-0.715814120422626,-0.332638976425015
"218","KD6D_",26,1,2018,"28_","6_",1018,19.53,17.44,2.68,79,3,"KD6D_28_6_1018","V","HB","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","",8,108,0,8,8,0,1,108,10,0.165201146628747,-0.427790373062792,0.338216764139459
"219","KD6D_",26,1,2018,"23_","10_",1035,5.39,7.41,0.05,4,1,"KD6D_23_10_1035","V","HB","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,0,1,1,0,1,3,3,-1.44423270454822,-0.715814120422626,-1.22711329717765
"220","KD6D_",26,1,2018,"23_","10_",1036,19.48,18.24,2.38,94,2,"KD6D_23_10_1036","V","HB","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","",7,35,0,7,7,0,1,35,8,-0.953738578475238,-0.510082872308459,-0.795848892529058
"221","KD6D_",26,1,2018,"23_","10_",1037,19.51,17.07,2.3,88,3,"KD6D_23_10_1037","V","HB","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","","",3,13,0,3,3,0,1,13,4,-1.29095329015041,-0.674667870799792,-1.08335849562812
"222","KD6D_",26,1,2018,"23_","10_",1038,18.54,15.24,1.94,88,2,"KD6D_23_10_1038","V","HB","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","",8,37,0,8,8,0,1,37,2,-0.923082695595677,-0.756960370045459,-0.668066846707253
"223","KD5D_",26,1,2018,"1_","12_",1050,14.29,12.29,0.95,24,1,"KD5D_1_12_1050","V","HB","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","","",3,7,0,3,3,0,1,7,3,-1.3829209387891,-0.715814120422626,-1.16322227426675
"224","KD5D_",26,1,2018,"1_","12_",1051,17.58,17.35,2.22,78,2,"KD5D_1_12_1051","V","Mixed","S","S","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","",10,51,2,8,10,0.2,0.8,51,2,-0.708491515438748,-0.756960370045459,-0.444448266519095
"225","KD5D_",26,1,2018,"1_","12_",1052,18.76,17.5,2.38,92,2,"KD5D_1_12_1052","V","Mixed","S","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","",6,112,1,5,6,0.166666666666667,0.833333333333333,112,1,0.226512912387869,-0.798106619668293,0.545862588599892
"226","KD5D_",26,1,2018,"1_","12_",1053,18.08,17.56,2.44,78,3,"KD5D_1_12_1053","V","Mixed","H","H","H","H","H","S","S","S","H","H","H","H","S","H","H","H","H","H","H","H","","","","","","","","","",20,157,4,16,20,0.2,0.8,157,3,0.916270277177997,-0.715814120422626,1.23269108489209
"227","KD5D_",26,1,2018,"1_","12_",1055,17.17,17.53,2.11,86,3,"KD5D_1_12_1055","V","Mixed","S","H","H","S","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","",11,208,2,9,11,0.181818181818182,0.818181818181818,208,31,1.69799529060681,0.43628086901671,1.60006446662978
"228","KD5C_",26,1,2018,"25_","3_",1056,9.28,14.54,0.82,12,1,"KD5C_25_3_1056","V","HB","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","",7,88,0,7,7,0,1,88,64,-0.141357682166866,1.79410710657021,-0.843767159712234
"229","KD5C_",26,1,2018,"25_","3_",1057,15.97,16.7,1.83,27,1,"KD5C_25_3_1057","V","HB","H","H","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","",10,131,0,10,10,0,1,131,25,0.517743799743701,0.189403371279709,0.465998809961264
"230","KD5C_",26,1,2018,"25_","3_",1058,22.28,18.95,3.84,87,2,"KD5C_25_3_1058","V","HB","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","",6,63,0,6,6,0,1,63,43,-0.524556218161381,0.930035864490711,-0.907658182623137
"231","KD5C_",26,1,2018,"25_","3_",1059,22.25,18.21,3.88,97,2,"KD5C_25_3_1059","V","Mixed","H","H","S","S","S","H","H","S","H","S","H","S","H","S","S","H","","","","","","","","","","","","","",16,186,8,8,16,0.5,0.5,186,24,1.36078057893163,0.148257121656876,1.3604731307139
"232","KD5C_",26,1,2018,"34_","2_",1066,17.04,16.53,2.27,90,3,"KD5C_34_2_1066","V","Mixed","H","H","H","H","H","H","S","S","H","H","S","S","H","H","","","","","","","","","","","","","","","",14,172,4,10,14,0.285714285714286,0.714285714285714,172,38,1.14618939877471,0.724304616376544,0.913235970337581
"233","KD5C_",26,1,2018,"34_","2_",1067,11.29,14.6,1.29,18,1,"KD5C_34_2_1067","V","HB","H","H","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","",10,120,0,10,10,0,1,120,15,0.349136443906114,-0.222059124948625,0.450026054233539
"234","KD5C_",26,1,2018,"34_","2_",1068,18.28,15.65,2.29,75,2,"KD5C_34_2_1068","V","Mixed","H","H","H","H","H","H","H","H","S","H","H","","","","","","","","","","","","","","","","","","",11,113,1,10,11,0.0909090909090909,0.909090909090909,113,12,0.24184085382765,-0.345497873817125,0.386135031322636
"235","KD5C_",26,1,2018,"34_","2_",1069,15.61,14.64,1.8,78,3,"KD5C_34_2_1069","V","HB","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","",5,148,0,5,5,0,1,148,23,0.778318804219971,0.107110872034043,0.76948116878805
"236","KD12B_",21,2,2018,"9_","2_",1217,21.57,19.68,3.79,91,2,"KD12B_9_2_1217","V","HB","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,5,0,1,1,0,1,5,5,-1.41357682166866,-0.633521621176959,-1.22711329717765
"237","KD12B_",21,2,2018,"9_","2_",1218,20.31,18.51,3.76,103,2,"KD12B_9_2_1218","V","HB","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","","",3,50,0,3,3,0,1,50,2,-0.723819456878529,-0.756960370045459,-0.46042102224682
"238","KD12B_",21,2,2018,"9_","2_",1219,19.43,19.67,3.73,93,3,"KD12B_9_2_1219","V","Mixed","H","S","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","",5,82,1,4,5,0.2,0.8,82,41,-0.233325330805549,0.847743365245044,-0.572230312340899
"239","KD12B_",21,2,2018,"7_","3_",1220,15.38,16.93,1.88,55,1,"KD12B_7_3_1220","V","HB","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","","",3,14,0,3,3,0,1,14,9,-1.27562534871063,-0.468936622685625,-1.14724951853902
"240","KD12B_",21,2,2018,"7_","3_",1221,13.63,18.84,2.11,28,1,"KD12B_7_3_1221","V","HB","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,8,0,1,1,0,1,8,8,-1.36759299734931,-0.510082872308459,-1.22711329717765
"241","KD12B_",21,2,2018,"7_","3_",1222,19.7,19.22,3.1,99,2,"KD12B_7_3_1222","V","HB","H","H","H","H","H","H","H","H","H","v","","","","","","","","","","","","","","","","","","","",10,68,0,9,9,0,1,66,8,-0.478572393842039,-0.510082872308459,-0.300693464969564
"242","KD12B_",21,2,2018,"7_","4_",1223,19.2,21.28,3.49,72,1,"KD12B_7_4_1223","V","HB","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","","",3,86,0,3,3,0,1,86,69,-0.172013565046427,1.99983835468438,-0.955576449806314
"243","KD12B_",21,2,2018,"7_","4_",1224,18.73,20.26,3.7,102,2,"KD12B_7_4_1224","V","HB","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,17,0,1,1,0,1,17,17,-1.22964152439129,-0.139766625702958,-1.22711329717765
"244","KD12B_",21,2,2018,"7_","4_",1225,21.45,20.24,4.14,105,3,"KD12B_7_4_1225","V","HB","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,42,0,1,1,0,1,42,42,-0.846442988396774,0.888889614867878,-1.22711329717765
"245","KD12B_",21,2,2018,"2_","8_",1226,20.35,19.11,3.63,98,2,"KD12B_2_8_1226","V","Mixed","H","H","S","H","S","","","","","","","","","","","","","","","","","","","","","","","","",5,80,2,3,5,0.4,0.6,80,10,-0.263981213685111,-0.427790373062792,-0.109020396236857
"246","KD12B_",21,2,2018,"2_","8_",1227,10.16,17.74,1.26,12,1,"KD12B_2_8_1227","V","SB","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,5,1,0,1,1,0,5,5,-1.41357682166866,-0.633521621176959,-1.22711329717765
"247","KD12B_",22,2,2018,"2_","3_",1228,19.87,17.59,2.87,100,2,"KD12B_2_3_1228","V","Mixed","H","S","H","","","","","","","","","","","","","","","","","","","","","","","","","","",3,64,1,2,3,0.333333333333333,0.666666666666667,64,8,-0.509228276721601,-0.510082872308459,-0.332638976425015
"248","KD12B_",22,2,2018,"2_","3_",1229,22.26,19.59,4.15,107,2,"KD12B_2_3_1229","V","Mixed","H","H","H","H","S","S","H","H","H","H","","","","","","","","","","","","","","","","","","","",10,199,2,8,10,0.2,0.8,199,6,1.56004381764878,-0.592375371554126,1.85562855827339
"249","KD12B_",22,2,2018,"2_","3_",1230,20.64,17.91,3.31,115,2,"KD12B_2_3_1230","V","HB","H","H","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","",10,116,0,10,10,0,1,116,40,0.287824678146991,0.806597115622211,-0.0131838618705036
"250","KD12B_",22,2,2018,"5_","5_",1231,18.71,18.41,3.21,78,3,"KD12B_5_5_1231","V","Mixed","S","H","S","","","","","","","","","","","","","","","","","","","","","","","","","","",3,133,2,1,3,0.666666666666667,0.333333333333333,133,45,0.548399682623262,1.01232836373638,0.178489206862203
"251","KD12B_",22,2,2018,"5_","5_",1232,18.26,19.26,3.22,80,3,"KD12B_5_5_1232","V","Mixed","H","H","H","H","S","","","","","","","","","","","","","","","","","","","","","","","","",5,67,1,4,5,0.2,0.8,67,6,-0.463244452402259,-0.592375371554126,-0.252775197786387
"252","KD12B_",22,2,2018,"5_","5_",1233,18.78,19.32,3.12,72,2,"KD12B_5_5_1233","V","Mixed","S","S","H","","","","","","","","","","","","","","","","","","","","","","","","","","",3,40,2,1,3,0.666666666666667,0.333333333333333,40,21,-0.877098871276335,0.0248183727883758,-0.923630938350862
"253","KD12B_",22,2,2018,"5_","5_",1234,16.89,17.95,2.88,68,2,"KD12B_5_5_1234","V","Mixed","H","H","S","","","","","","","","","","","","","","","","","","","","","","","","","","",3,104,1,2,3,0.333333333333333,0.666666666666667,104,45,0.103889380869624,1.01232836373638,-0.284720709241839
"254","KD12B_",22,2,2018,"5_","8_",1235,16.31,16.06,2.01,75,2,"KD12B_5_8_1235","V","SB","S","S","S","","","","","","","","","","","","","","","","","","","","","","","","","","",3,34,3,0,3,1,0,34,5,-0.969066519915019,-0.633521621176959,-0.763903381073606
"255","KD12B_",22,2,2018,"5_","8_",1236,16.47,17.57,1.92,51,1,"KD12B_5_8_1236","V","SB","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,12,1,0,1,1,0,12,12,-1.30628123159019,-0.345497873817125,-1.22711329717765
"256","KD12B_",22,2,2018,"5_","10_",1238,24.45,21.05,5.09,120,2,"KD12B_5_10_1238","V","SB","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,4,1,0,1,1,0,4,4,-1.42890476310844,-0.674667870799792,-1.22711329717765
"257","KD12B_",23,2,2018,"2_","1_",1240,22.78,21.08,4.45,102,2,"KD12B_2_1_1240","V","SB","S","S","S","","","","","","","","","","","","","","","","","","","","","","","","","","",3,47,3,0,3,1,0,47,30,-0.769803281197871,0.395134619393877,-0.955576449806314
"258","KD12B_",23,2,2018,"2_","1_",1241,16.06,20.29,2.48,38,1,"KD12B_2_1_1241","V","SB","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,26,1,0,1,1,0,26,26,-1.09169005143326,0.230549620902543,-1.22711329717765
"259","KD12B_",23,2,2018,"2_","1_",1242,23.89,18.85,4.2,123,2,"KD12B_2_1_1242","V","SB","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,5,1,0,1,1,0,5,5,-1.41357682166866,-0.633521621176959,-1.22711329717765
"260","KD12B_",23,2,2018,"2_","1_",1243,24.42,22.29,5.02,113,2,"KD12B_2_1_1243","V","SB","S","S","S","","","","","","","","","","","","","","","","","","","","","","","","","","",3,16,3,0,3,1,0,16,10,-1.24496946583107,-0.427790373062792,-1.13127676281129
"261","KD12B_",23,2,2018,"2_","7_",1244,22.94,21.07,4.75,100,2,"KD12B_2_7_1244","V","SB","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,32,1,0,1,1,0,32,32,-0.99972240279458,0.477427118639543,-1.22711329717765
"262","KD12B_",23,2,2018,"9_","11_",1247,20.32,16.62,2.73,106,2,"KD12B_9_11_1247","V","SB","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,59,1,0,1,1,0,59,59,-0.585867983920504,1.58837585845605,-1.22711329717765
"263","KD12B_",23,2,2018,"9_","11_",1248,18.45,16.87,2.61,89,2,"KD12B_9_11_1248","V","SB","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,63,1,0,1,1,0,63,63,-0.524556218161381,1.75296085694738,-1.22711329717765
