"","BLOCK","DAY","MONTH","YEAR","ROW","PLANT","FLOWER","Height","Width","Weight","Druplets","Crumbliness","Tag","TREATMENT","POLLINATORS","Total.visits","TOTAL.TIME","variable","value","poll.sp","v.d","ord.v","log.vd","sqrt.vd"
"4830","KD6C_",19,1,2018,"1_","2_",806,20.35,19.74,3.43,104,3,"KD6C_1_2_806","V","Mixed",13,121,"VISIT11","SP11","S",11,11,2.39789527279837,3.3166247903554
"4833","KD6C_",19,1,2018,"1_","3_",809,18.98,19.6,2.78,41,1,"KD6C_1_3_809","V","Mixed",13,270,"VISIT11","HP34","H",34,11,3.52636052461616,5.8309518948453
"4836","KD6C_",19,1,2018,"1_","3_",812,23.23,20.74,4.72,124,3,"KD6C_1_3_812","V","Mixed",13,124,"VISIT11","SP6","S",6,11,1.79175946922805,2.44948974278318
"4840","KD8_",19,1,2018,"5_","1_",816,18.32,17.89,3.37,75,2,"KD8_5_1_816","V","Mixed",12,136,"VISIT11","HP2","H",2,11,0.693147180559945,1.4142135623731
"4851","KD6C_",22,1,2018,"1_","10_",832,22.16,20.11,3.74,124,3,"KD6C_1_10_832","V","Mixed",29,292,"VISIT11","SP3","S",3,11,1.09861228866811,1.73205080756888
"4854","KD6C_",22,1,2018,"3_","8_",835,16.94,15.86,1.96,70,2,"KD6C_3_8_835","V","Mixed",12,118,"VISIT11","SP9","S",9,11,2.19722457733622,3
"4855","KD6C_",22,1,2018,"3_","8_",836,16.76,15.99,2.11,86,3,"KD6C_3_8_836","V","Mixed",11,182,"VISIT11","HP9","H",9,11,2.19722457733622,3
"4857","KD6C_",22,1,2018,"3_","8_",838,16.44,16.12,2.13,78,2,"KD6C_3_8_838","V","Mixed",15,80,"VISIT11","HP3","H",3,11,1.09861228866811,1.73205080756888
"4858","KD6C_",22,1,2018,"5_","2_",839,20.47,18.22,3.57,96,3,"KD6C_5_2_839","V","Mixed",20,147,"VISIT11","SP3","S",3,11,1.09861228866811,1.73205080756888
"4859","KD6C_",22,1,2018,"5_","2_",840,19.83,18.76,3.42,92,3,"KD6C_5_2_840","V","Mixed",15,146,"VISIT11","SP2","S",2,11,0.693147180559945,1.4142135623731
"4864","KD6C_",22,1,2018,"5_","4_",845,15.76,16.22,1.63,42,1,"KD6C_5_4_845","V","Mixed",13,105,"VISIT11","HP6","H",6,11,1.79175946922805,2.44948974278318
"4868","KD6C_",22,1,2018,"5_","7_",849,19.53,17.95,3.12,60,1,"KD6C_5_7_849","V","Mixed",13,118,"VISIT11","HP4","H",4,11,1.38629436111989,2
"4873","KD8_",22,1,2018,"3_","3_",854,20.17,19.39,3.93,95,3,"KD8_3_3_854","V","Mixed",18,199,"VISIT11","SP4","S",4,11,1.38629436111989,2
"4874","KD8_",22,1,2018,"3_","3_",855,21.73,20.51,4.32,93,2,"KD8_3_3_855","V","Mixed",13,112,"VISIT11","SP3","S",3,11,1.09861228866811,1.73205080756888
"4878","KD8_",22,1,2018,"3_","5_",859,21.37,21.1,4.49,113,3,"KD8_3_5_859","V","Mixed",16,174,"VISIT11","SP4","S",4,11,1.38629436111989,2
"4882","KD8_",22,1,2018,"3_","8_",863,22.41,20.39,4.42,107,3,"KD8_3_8_863","V","Mixed",14,253,"VISIT11","HP28","H",28,11,3.3322045101752,5.29150262212918
"4886","KD8_",22,1,2018,"3_","2_",867,21.45,19.92,4.09,95,2,"KD8_3_2_867","V","SB",16,185,"VISIT11","SP8","S",8,11,2.07944154167984,2.82842712474619
"4890","KD8_",23,1,2018,"3_","11_",871,14.97,13.69,1.18,67,2,"KD8_3_11_871","V","Mixed",16,158,"VISIT11","SP5","S",5,11,1.6094379124341,2.23606797749979
"4906","KD8_",23,1,2018,"1_","5_",890,18.9,19.13,2.6,44,1,"KD8_1_5_890","V","Mixed",12,183,"VISIT11","HP6","H",6,11,1.79175946922805,2.44948974278318
"4910","KD8_",23,1,2018,"1_","8_",894,17.33,14.92,1.85,87,3,"KD8_1_8_894","V","Mixed",13,133,"VISIT11","SP44","S",44,11,3.78418963391826,6.6332495807108
"4911","KD8_",23,1,2018,"1_","8_",895,17.95,15.49,1.93,74,3,"KD8_1_8_895","V","Mixed",11,161,"VISIT11","SN43","S",43,11,3.76120011569356,6.557438524302
"4916","KD8_",23,1,2018,"1_","14_",900,12.71,12.39,0.82,42,1,"KD8_1_14_900","V","HB",11,64,"VISIT11","HP2","H",2,11,0.693147180559945,1.4142135623731
"4923","KD5D_",23,1,2018,"3_","2_",907,20.96,19.15,3.14,75,1,"KD5D_3_2_907","V","SB",14,236,"VISIT11","SP5","S",5,11,1.6094379124341,2.23606797749979
"4924","KD5D_",23,1,2018,"3_","2_",908,20.47,17.65,3.07,100,2,"KD5D_3_2_908","V","Mixed",13,153,"VISIT11","HP16","H",16,11,2.77258872223978,4
"4927","KD5D_",23,1,2018,"3_","8_",911,22.12,18.86,3.4,104,3,"KD5D_3_8_911","V","Mixed",14,169,"VISIT11","SP4","S",4,11,1.38629436111989,2
"4937","KD6D_",24,1,2018,"30_","1_",921,21.96,18.66,3.58,107,3,"KD6D_30_1_921","V","Mixed",13,414,"VISIT11","HP6","H",6,11,1.79175946922805,2.44948974278318
"4938","KD6D_",24,1,2018,"30_","1_",922,21.42,20.01,3.57,104,3,"KD6D_30_1_922","V","Mixed",18,158,"VISIT11","HP3","H",3,11,1.09861228866811,1.73205080756888
"4939","KD6D_",24,1,2018,"28_","4_",931,12.36,10.21,0.6,57,2,"KD6D_28_4_931","V","Mixed",13,211,"VISIT11","SP14","S",14,11,2.63905732961526,3.74165738677394
"4946","KD6D_",24,1,2018,"28_","8_",938,22.26,18.93,3.76,107,2,"KD6D_28_8_938","V","Mixed",12,185,"VISIT11","HP2","H",2,11,0.693147180559945,1.4142135623731
"4948","KD6D_",24,1,2018,"28_","8_",940,21.77,18.97,3.63,104,3,"KD6D_28_8_940","V","Mixed",12,132,"VISIT11","SP13","S",13,11,2.56494935746154,3.60555127546399
"4951","KD6D_",24,1,2018,"25_","6_",947,21.66,21.07,3.82,98,2,"KD6D_25_6_947","V","Mixed",14,90,"VISIT11","SP10","S",10,11,2.30258509299405,3.16227766016838
"4952","KD6D_",24,1,2018,"25_","6_",948,19.9,18.98,3.36,100,1,"KD6D_25_6_948","V","Mixed",14,90,"VISIT11","SP20","S",20,11,2.99573227355399,4.47213595499958
"4953","KD6D_",24,1,2018,"25_","6_",949,19.12,18.21,2.89,81,1,"KD6D_25_6_949","V","Mixed",11,82,"VISIT11","SP4","S",4,11,1.38629436111989,2
"4954","KD6D_",24,1,2018,"25_","1_",950,22.68,18.16,3.71,114,2,"KD6D_25_1_950","V","Mixed",11,104,"VISIT11","SP3","S",3,11,1.09861228866811,1.73205080756888
"4955","KD6D_",24,1,2018,"25_","1_",951,20.96,17.78,3.19,112,1,"KD6D_25_1_951","V","Mixed",13,75,"VISIT11","HP9","H",9,11,2.19722457733622,3
"4964","KD8_",24,1,2018,"1_","3_",965,19.3,16.46,2.7,73,2,"KD8_1_3_965","V","Mixed",11,112,"VISIT11","HP18","H",18,11,2.89037175789616,4.24264068711928
"4967","KD8_",24,1,2018,"5_","3_",968,22.88,20,4.45,101,3,"KD8_5_3_968","V","Mixed",16,101,"VISIT11","HP4","H",4,11,1.38629436111989,2
"4977","KD5D_",24,1,2018,"3_","7_",979,22.19,20.69,4.31,120,3,"KD5D_3_7_979","V","Mixed",24,265,"VISIT11","HP27","H",27,11,3.29583686600433,5.19615242270663
"4978","KD5C_",25,1,2018,"30_","1_",980,10.72,11.35,0.49,49,1,"KD5C_30_1_980","V","SB",14,159,"VISIT11","SP26","S",26,11,3.25809653802148,5.09901951359278
"4980","KD5C_",25,1,2018,"30_","1_",982,11.5,8.9,0.43,56,1,"KD5C_30_1_982","V","Mixed",21,227,"VISIT11","SP29","S",29,11,3.36729582998647,5.3851648071345
"4983","KD5C_",25,1,2018,"30_","1_",985,10.77,8.78,0.35,45,1,"KD5C_30_1_985","V","Mixed",18,249,"VISIT11","SP3","S",3,11,1.09861228866811,1.73205080756888
"4984","KD5C_",25,1,2018,"30_","5_",986,19.86,19.32,3.15,72,1,"KD5C_30_5_986","V","Mixed",13,224,"VISIT11","SP2","S",2,11,0.693147180559945,1.4142135623731
"4988","KD5C_",25,1,2018,"30_","7_",994,16.05,15.69,1.59,34,1,"KD5C_30_7_994","V","Mixed",13,244,"VISIT11","SP27","S",27,11,3.29583686600433,5.19615242270663
"4989","KD5C_",25,1,2018,"30_","7_",995,17.07,18.86,2.75,56,1,"KD5C_30_7_995","V","Mixed",18,117,"VISIT11","SP9","S",9,11,2.19722457733622,3
"5000","KD5D_",25,1,2018,"3_","4_",1006,22.79,18.86,3.85,105,3,"KD5D_3_4_1006","V","Mixed",11,94,"VISIT11","HP3","H",3,11,1.09861228866811,1.73205080756888
"5001","KD5D_",25,1,2018,"3_","4_",1007,23.32,20.28,4.38,106,3,"KD5D_3_4_1007","V","Mixed",12,162,"VISIT11","HP68","H",68,11,4.21950770517611,8.24621125123532
"5002","KD5D_",25,1,2018,"3_","4_",1008,22.72,19.83,3.85,108,3,"KD5D_3_4_1008","V","Mixed",12,125,"VISIT11","HP2","H",2,11,0.693147180559945,1.4142135623731
"5033","KD5D_",26,1,2018,"1_","12_",1053,18.08,17.56,2.44,78,3,"KD5D_1_12_1053","V","Mixed",20,157,"VISIT11","HP11","H",11,11,2.39789527279837,3.3166247903554
"5035","KD5D_",26,1,2018,"1_","12_",1055,17.17,17.53,2.11,86,3,"KD5D_1_12_1055","V","Mixed",11,208,"VISIT11","HP1","H",1,11,0,1
"5039","KD5C_",26,1,2018,"25_","3_",1059,22.25,18.21,3.88,97,2,"KD5C_25_3_1059","V","Mixed",16,186,"VISIT11","HP2","H",2,11,0.693147180559945,1.4142135623731
"5040","KD5C_",26,1,2018,"34_","2_",1066,17.04,16.53,2.27,90,3,"KD5C_34_2_1066","V","Mixed",14,172,"VISIT11","SP19","S",19,11,2.94443897916644,4.35889894354067
"5042","KD5C_",26,1,2018,"34_","2_",1068,18.28,15.65,2.29,75,2,"KD5C_34_2_1068","V","Mixed",11,113,"VISIT11","HP2","H",2,11,0.693147180559945,1.4142135623731
"5251","24I_",NA,NA,2017,"6_","1_",736,21.92,19.92,3.08,112,2,"24I_6_1_736","V","Mixed",13,113,"VISIT12","HP3","H",3,12,1.09861228866811,1.73205080756888
"5281","KD5D_",18,1,2018,"1_","15_",782,25.44,22.67,5.81,123,3,"KD5D_1_15_782","V","Mixed",14,206,"VISIT12","HP13","H",13,12,2.56494935746154,3.60555127546399
"5282","KD5D_",18,1,2018,"1_","15_",783,21.4,22.83,4.74,83,2,"KD5D_1_15_783","V","Mixed",12,262,"VISIT12","HP9","H",9,12,2.19722457733622,3
"5285","KD5D_",18,1,2018,"1_","17_",786,21.77,19.59,3.97,91,3,"KD5D_1_17_786","V","Mixed",12,213,"VISIT12","HP2","H",2,12,0.693147180559945,1.4142135623731
"5290","KD6D_",18,1,2018,"30_","9_",791,19.7,19.79,3.99,90,3,"KD6D_30_9_791","V","HB",16,200,"VISIT12","HP6","H",6,12,1.79175946922805,2.44948974278318
"5293","KD6D_",18,1,2018,"23_","5_",794,21.22,17.77,3.16,92,2,"KD6D_23_5_794","V","HB",12,111,"VISIT12","HP15","H",15,12,2.70805020110221,3.87298334620742
"5296","KD6D_",18,1,2018,"23_","5_",797,26.79,22.87,5.9,118,3,"KD6D_23_5_797","V","HB",13,160,"VISIT12","HP20","H",20,12,2.99573227355399,4.47213595499958
"5297","KD8_",18,1,2018,"1_","11_",798,19.85,18.91,3.11,109,2,"KD8_1_11_798","V","Mixed",17,160,"VISIT12","SP2","S",2,12,0.693147180559945,1.4142135623731
"5299","KD8_",18,1,2018,"1_","11_",800,22.07,21.19,4,93,2,"KD8_1_11_800","V","HB",12,281,"VISIT12","HP6","H",6,12,1.79175946922805,2.44948974278318
"5304","KD6C_",19,1,2018,"1_","2_",805,24.09,22.07,4.51,122,3,"KD6C_1_2_805","V","Mixed",17,200,"VISIT12","SP5","S",5,12,1.6094379124341,2.23606797749979
"5305","KD6C_",19,1,2018,"1_","2_",806,20.35,19.74,3.43,104,3,"KD6C_1_2_806","V","Mixed",13,121,"VISIT12","HP4","H",4,12,1.38629436111989,2
"5308","KD6C_",19,1,2018,"1_","3_",809,18.98,19.6,2.78,41,1,"KD6C_1_3_809","V","Mixed",13,270,"VISIT12","SP15","S",15,12,2.70805020110221,3.87298334620742
"5311","KD6C_",19,1,2018,"1_","3_",812,23.23,20.74,4.72,124,3,"KD6C_1_3_812","V","Mixed",13,124,"VISIT12","SP15","S",15,12,2.70805020110221,3.87298334620742
"5315","KD8_",19,1,2018,"5_","1_",816,18.32,17.89,3.37,75,2,"KD8_5_1_816","V","Mixed",12,136,"VISIT12","HP21","H",21,12,3.04452243772342,4.58257569495584
"5326","KD6C_",22,1,2018,"1_","10_",832,22.16,20.11,3.74,124,3,"KD6C_1_10_832","V","Mixed",29,292,"VISIT12","SP8","S",8,12,2.07944154167984,2.82842712474619
"5329","KD6C_",22,1,2018,"3_","8_",835,16.94,15.86,1.96,70,2,"KD6C_3_8_835","V","Mixed",12,118,"VISIT12","SP6","S",6,12,1.79175946922805,2.44948974278318
"5332","KD6C_",22,1,2018,"3_","8_",838,16.44,16.12,2.13,78,2,"KD6C_3_8_838","V","Mixed",15,80,"VISIT12","SN7","S",7,12,1.94591014905531,2.64575131106459
"5333","KD6C_",22,1,2018,"5_","2_",839,20.47,18.22,3.57,96,3,"KD6C_5_2_839","V","Mixed",20,147,"VISIT12","SP8","S",8,12,2.07944154167984,2.82842712474619
"5334","KD6C_",22,1,2018,"5_","2_",840,19.83,18.76,3.42,92,3,"KD6C_5_2_840","V","Mixed",15,146,"VISIT12","HP10","H",10,12,2.30258509299405,3.16227766016838
"5339","KD6C_",22,1,2018,"5_","4_",845,15.76,16.22,1.63,42,1,"KD6C_5_4_845","V","Mixed",13,105,"VISIT12","HP7","H",7,12,1.94591014905531,2.64575131106459
"5343","KD6C_",22,1,2018,"5_","7_",849,19.53,17.95,3.12,60,1,"KD6C_5_7_849","V","Mixed",13,118,"VISIT12","SP3","S",3,12,1.09861228866811,1.73205080756888
"5348","KD8_",22,1,2018,"3_","3_",854,20.17,19.39,3.93,95,3,"KD8_3_3_854","V","Mixed",18,199,"VISIT12","SP4","S",4,12,1.38629436111989,2
"5349","KD8_",22,1,2018,"3_","3_",855,21.73,20.51,4.32,93,2,"KD8_3_3_855","V","Mixed",13,112,"VISIT12","HP8","H",8,12,2.07944154167984,2.82842712474619
"5353","KD8_",22,1,2018,"3_","5_",859,21.37,21.1,4.49,113,3,"KD8_3_5_859","V","Mixed",16,174,"VISIT12","SP2","S",2,12,0.693147180559945,1.4142135623731
"5357","KD8_",22,1,2018,"3_","8_",863,22.41,20.39,4.42,107,3,"KD8_3_8_863","V","Mixed",14,253,"VISIT12","HP16","H",16,12,2.77258872223978,4
"5361","KD8_",22,1,2018,"3_","2_",867,21.45,19.92,4.09,95,2,"KD8_3_2_867","V","SB",16,185,"VISIT12","SP7","S",7,12,1.94591014905531,2.64575131106459
"5365","KD8_",23,1,2018,"3_","11_",871,14.97,13.69,1.18,67,2,"KD8_3_11_871","V","Mixed",16,158,"VISIT12","HP2","H",2,12,0.693147180559945,1.4142135623731
"5381","KD8_",23,1,2018,"1_","5_",890,18.9,19.13,2.6,44,1,"KD8_1_5_890","V","Mixed",12,183,"VISIT12","HP2","H",2,12,0.693147180559945,1.4142135623731
"5385","KD8_",23,1,2018,"1_","8_",894,17.33,14.92,1.85,87,3,"KD8_1_8_894","V","Mixed",13,133,"VISIT12","HP23","H",23,12,3.13549421592915,4.79583152331272
"5398","KD5D_",23,1,2018,"3_","2_",907,20.96,19.15,3.14,75,1,"KD5D_3_2_907","V","SB",14,236,"VISIT12","SP32","S",32,12,3.46573590279973,5.65685424949238
"5399","KD5D_",23,1,2018,"3_","2_",908,20.47,17.65,3.07,100,2,"KD5D_3_2_908","V","Mixed",13,153,"VISIT12","SP2","S",2,12,0.693147180559945,1.4142135623731
"5402","KD5D_",23,1,2018,"3_","8_",911,22.12,18.86,3.4,104,3,"KD5D_3_8_911","V","Mixed",14,169,"VISIT12","HP10","H",10,12,2.30258509299405,3.16227766016838
"5412","KD6D_",24,1,2018,"30_","1_",921,21.96,18.66,3.58,107,3,"KD6D_30_1_921","V","Mixed",13,414,"VISIT12","HP48","H",48,12,3.87120101090789,6.92820323027551
"5413","KD6D_",24,1,2018,"30_","1_",922,21.42,20.01,3.57,104,3,"KD6D_30_1_922","V","Mixed",18,158,"VISIT12","HP7","H",7,12,1.94591014905531,2.64575131106459
"5414","KD6D_",24,1,2018,"28_","4_",931,12.36,10.21,0.6,57,2,"KD6D_28_4_931","V","Mixed",13,211,"VISIT12","HP45","H",45,12,3.80666248977032,6.70820393249937
"5421","KD6D_",24,1,2018,"28_","8_",938,22.26,18.93,3.76,107,2,"KD6D_28_8_938","V","Mixed",12,185,"VISIT12","SP21","S",21,12,3.04452243772342,4.58257569495584
"5423","KD6D_",24,1,2018,"28_","8_",940,21.77,18.97,3.63,104,3,"KD6D_28_8_940","V","Mixed",12,132,"VISIT12","HP4","H",4,12,1.38629436111989,2
"5426","KD6D_",24,1,2018,"25_","6_",947,21.66,21.07,3.82,98,2,"KD6D_25_6_947","V","Mixed",14,90,"VISIT12","SP3","S",3,12,1.09861228866811,1.73205080756888
"5427","KD6D_",24,1,2018,"25_","6_",948,19.9,18.98,3.36,100,1,"KD6D_25_6_948","V","Mixed",14,90,"VISIT12","SP27","S",27,12,3.29583686600433,5.19615242270663
"5430","KD6D_",24,1,2018,"25_","1_",951,20.96,17.78,3.19,112,1,"KD6D_25_1_951","V","Mixed",13,75,"VISIT12","HP6","H",6,12,1.79175946922805,2.44948974278318
"5442","KD8_",24,1,2018,"5_","3_",968,22.88,20,4.45,101,3,"KD8_5_3_968","V","Mixed",16,101,"VISIT12","HP2","H",2,12,0.693147180559945,1.4142135623731
"5452","KD5D_",24,1,2018,"3_","7_",979,22.19,20.69,4.31,120,3,"KD5D_3_7_979","V","Mixed",24,265,"VISIT12","HP16","H",16,12,2.77258872223978,4
"5453","KD5C_",25,1,2018,"30_","1_",980,10.72,11.35,0.49,49,1,"KD5C_30_1_980","V","SB",14,159,"VISIT12","SP7","S",7,12,1.94591014905531,2.64575131106459
"5455","KD5C_",25,1,2018,"30_","1_",982,11.5,8.9,0.43,56,1,"KD5C_30_1_982","V","Mixed",21,227,"VISIT12","SP26","S",26,12,3.25809653802148,5.09901951359278
"5458","KD5C_",25,1,2018,"30_","1_",985,10.77,8.78,0.35,45,1,"KD5C_30_1_985","V","Mixed",18,249,"VISIT12","SP4","S",4,12,1.38629436111989,2
"5459","KD5C_",25,1,2018,"30_","5_",986,19.86,19.32,3.15,72,1,"KD5C_30_5_986","V","Mixed",13,224,"VISIT12","HP6","H",6,12,1.79175946922805,2.44948974278318
"5463","KD5C_",25,1,2018,"30_","7_",994,16.05,15.69,1.59,34,1,"KD5C_30_7_994","V","Mixed",13,244,"VISIT12","SP50","S",50,12,3.91202300542815,7.07106781186548
"5464","KD5C_",25,1,2018,"30_","7_",995,17.07,18.86,2.75,56,1,"KD5C_30_7_995","V","Mixed",18,117,"VISIT12","HP13","H",13,12,2.56494935746154,3.60555127546399
"5476","KD5D_",25,1,2018,"3_","4_",1007,23.32,20.28,4.38,106,3,"KD5D_3_4_1007","V","Mixed",12,162,"VISIT12","HP2","H",2,12,0.693147180559945,1.4142135623731
"5477","KD5D_",25,1,2018,"3_","4_",1008,22.72,19.83,3.85,108,3,"KD5D_3_4_1008","V","Mixed",12,125,"VISIT12","HP7","H",7,12,1.94591014905531,2.64575131106459
"5508","KD5D_",26,1,2018,"1_","12_",1053,18.08,17.56,2.44,78,3,"KD5D_1_12_1053","V","Mixed",20,157,"VISIT12","HP5","H",5,12,1.6094379124341,2.23606797749979
"5514","KD5C_",26,1,2018,"25_","3_",1059,22.25,18.21,3.88,97,2,"KD5C_25_3_1059","V","Mixed",16,186,"VISIT12","SP16","S",16,12,2.77258872223978,4
"5515","KD5C_",26,1,2018,"34_","2_",1066,17.04,16.53,2.27,90,3,"KD5C_34_2_1066","V","Mixed",14,172,"VISIT12","SP1","S",1,12,0,1
"5726","24I_",NA,NA,2017,"6_","1_",736,21.92,19.92,3.08,112,2,"24I_6_1_736","V","Mixed",13,113,"VISIT13","SP31","S",31,13,3.43398720448515,5.56776436283002
"5756","KD5D_",18,1,2018,"1_","15_",782,25.44,22.67,5.81,123,3,"KD5D_1_15_782","V","Mixed",14,206,"VISIT13","HP15","H",15,13,2.70805020110221,3.87298334620742
"5765","KD6D_",18,1,2018,"30_","9_",791,19.7,19.79,3.99,90,3,"KD6D_30_9_791","V","HB",16,200,"VISIT13","HP4","H",4,13,1.38629436111989,2
"5771","KD6D_",18,1,2018,"23_","5_",797,26.79,22.87,5.9,118,3,"KD6D_23_5_797","V","HB",13,160,"VISIT13","HP5","H",5,13,1.6094379124341,2.23606797749979
"5772","KD8_",18,1,2018,"1_","11_",798,19.85,18.91,3.11,109,2,"KD8_1_11_798","V","Mixed",17,160,"VISIT13","HP3","H",3,13,1.09861228866811,1.73205080756888
"5779","KD6C_",19,1,2018,"1_","2_",805,24.09,22.07,4.51,122,3,"KD6C_1_2_805","V","Mixed",17,200,"VISIT13","SP4","S",4,13,1.38629436111989,2
"5780","KD6C_",19,1,2018,"1_","2_",806,20.35,19.74,3.43,104,3,"KD6C_1_2_806","V","Mixed",13,121,"VISIT13","SP3","S",3,13,1.09861228866811,1.73205080756888
"5783","KD6C_",19,1,2018,"1_","3_",809,18.98,19.6,2.78,41,1,"KD6C_1_3_809","V","Mixed",13,270,"VISIT13","SP4","S",4,13,1.38629436111989,2
"5786","KD6C_",19,1,2018,"1_","3_",812,23.23,20.74,4.72,124,3,"KD6C_1_3_812","V","Mixed",13,124,"VISIT13","HP7","H",7,13,1.94591014905531,2.64575131106459
"5801","KD6C_",22,1,2018,"1_","10_",832,22.16,20.11,3.74,124,3,"KD6C_1_10_832","V","Mixed",29,292,"VISIT13","SN33","S",33,13,3.49650756146648,5.74456264653803
"5807","KD6C_",22,1,2018,"3_","8_",838,16.44,16.12,2.13,78,2,"KD6C_3_8_838","V","Mixed",15,80,"VISIT13","SP2","S",2,13,0.693147180559945,1.4142135623731
"5808","KD6C_",22,1,2018,"5_","2_",839,20.47,18.22,3.57,96,3,"KD6C_5_2_839","V","Mixed",20,147,"VISIT13","HP3","H",3,13,1.09861228866811,1.73205080756888
"5809","KD6C_",22,1,2018,"5_","2_",840,19.83,18.76,3.42,92,3,"KD6C_5_2_840","V","Mixed",15,146,"VISIT13","SP9","S",9,13,2.19722457733622,3
"5814","KD6C_",22,1,2018,"5_","4_",845,15.76,16.22,1.63,42,1,"KD6C_5_4_845","V","Mixed",13,105,"VISIT13","HP7","H",7,13,1.94591014905531,2.64575131106459
"5818","KD6C_",22,1,2018,"5_","7_",849,19.53,17.95,3.12,60,1,"KD6C_5_7_849","V","Mixed",13,118,"VISIT13","HP3","H",3,13,1.09861228866811,1.73205080756888
"5823","KD8_",22,1,2018,"3_","3_",854,20.17,19.39,3.93,95,3,"KD8_3_3_854","V","Mixed",18,199,"VISIT13","HP24","H",24,13,3.17805383034795,4.89897948556636
"5824","KD8_",22,1,2018,"3_","3_",855,21.73,20.51,4.32,93,2,"KD8_3_3_855","V","Mixed",13,112,"VISIT13","HP7","H",7,13,1.94591014905531,2.64575131106459
"5828","KD8_",22,1,2018,"3_","5_",859,21.37,21.1,4.49,113,3,"KD8_3_5_859","V","Mixed",16,174,"VISIT13","SP4","S",4,13,1.38629436111989,2
"5832","KD8_",22,1,2018,"3_","8_",863,22.41,20.39,4.42,107,3,"KD8_3_8_863","V","Mixed",14,253,"VISIT13","SP3","S",3,13,1.09861228866811,1.73205080756888
"5836","KD8_",22,1,2018,"3_","2_",867,21.45,19.92,4.09,95,2,"KD8_3_2_867","V","SB",16,185,"VISIT13","SP4","S",4,13,1.38629436111989,2
"5840","KD8_",23,1,2018,"3_","11_",871,14.97,13.69,1.18,67,2,"KD8_3_11_871","V","Mixed",16,158,"VISIT13","HP4","H",4,13,1.38629436111989,2
"5860","KD8_",23,1,2018,"1_","8_",894,17.33,14.92,1.85,87,3,"KD8_1_8_894","V","Mixed",13,133,"VISIT13","SP2","S",2,13,0.693147180559945,1.4142135623731
"5873","KD5D_",23,1,2018,"3_","2_",907,20.96,19.15,3.14,75,1,"KD5D_3_2_907","V","SB",14,236,"VISIT13","SP17","S",17,13,2.83321334405622,4.12310562561766
"5874","KD5D_",23,1,2018,"3_","2_",908,20.47,17.65,3.07,100,2,"KD5D_3_2_908","V","Mixed",13,153,"VISIT13","SP5","S",5,13,1.6094379124341,2.23606797749979
"5877","KD5D_",23,1,2018,"3_","8_",911,22.12,18.86,3.4,104,3,"KD5D_3_8_911","V","Mixed",14,169,"VISIT13","SP21","S",21,13,3.04452243772342,4.58257569495584
"5887","KD6D_",24,1,2018,"30_","1_",921,21.96,18.66,3.58,107,3,"KD6D_30_1_921","V","Mixed",13,414,"VISIT13","HP2","H",2,13,0.693147180559945,1.4142135623731
"5888","KD6D_",24,1,2018,"30_","1_",922,21.42,20.01,3.57,104,3,"KD6D_30_1_922","V","Mixed",18,158,"VISIT13","HP9","H",9,13,2.19722457733622,3
"5889","KD6D_",24,1,2018,"28_","4_",931,12.36,10.21,0.6,57,2,"KD6D_28_4_931","V","Mixed",13,211,"VISIT13","HP2","H",2,13,0.693147180559945,1.4142135623731
"5901","KD6D_",24,1,2018,"25_","6_",947,21.66,21.07,3.82,98,2,"KD6D_25_6_947","V","Mixed",14,90,"VISIT13","SP8","S",8,13,2.07944154167984,2.82842712474619
"5902","KD6D_",24,1,2018,"25_","6_",948,19.9,18.98,3.36,100,1,"KD6D_25_6_948","V","Mixed",14,90,"VISIT13","SP2","S",2,13,0.693147180559945,1.4142135623731
"5905","KD6D_",24,1,2018,"25_","1_",951,20.96,17.78,3.19,112,1,"KD6D_25_1_951","V","Mixed",13,75,"VISIT13","HP2","H",2,13,0.693147180559945,1.4142135623731
"5917","KD8_",24,1,2018,"5_","3_",968,22.88,20,4.45,101,3,"KD8_5_3_968","V","Mixed",16,101,"VISIT13","HP5","H",5,13,1.6094379124341,2.23606797749979
"5927","KD5D_",24,1,2018,"3_","7_",979,22.19,20.69,4.31,120,3,"KD5D_3_7_979","V","Mixed",24,265,"VISIT13","HP26","H",26,13,3.25809653802148,5.09901951359278
"5928","KD5C_",25,1,2018,"30_","1_",980,10.72,11.35,0.49,49,1,"KD5C_30_1_980","V","SB",14,159,"VISIT13","SP2","S",2,13,0.693147180559945,1.4142135623731
"5930","KD5C_",25,1,2018,"30_","1_",982,11.5,8.9,0.43,56,1,"KD5C_30_1_982","V","Mixed",21,227,"VISIT13","SP3","S",3,13,1.09861228866811,1.73205080756888
"5933","KD5C_",25,1,2018,"30_","1_",985,10.77,8.78,0.35,45,1,"KD5C_30_1_985","V","Mixed",18,249,"VISIT13","SP21","S",21,13,3.04452243772342,4.58257569495584
"5934","KD5C_",25,1,2018,"30_","5_",986,19.86,19.32,3.15,72,1,"KD5C_30_5_986","V","Mixed",13,224,"VISIT13","SP8","S",8,13,2.07944154167984,2.82842712474619
"5938","KD5C_",25,1,2018,"30_","7_",994,16.05,15.69,1.59,34,1,"KD5C_30_7_994","V","Mixed",13,244,"VISIT13","HP37","H",37,13,3.61091791264422,6.08276253029822
"5939","KD5C_",25,1,2018,"30_","7_",995,17.07,18.86,2.75,56,1,"KD5C_30_7_995","V","Mixed",18,117,"VISIT13","SP11","S",11,13,2.39789527279837,3.3166247903554
