"","BLOCK","DAY","MONTH","YEAR","ROW","PLANT","FLOWER","Height","Width","Weight","Druplets","Crumbliness","Tag","TREATMENT","POLLINATORS","Total.visits","TOTAL.TIME","variable","value","poll.sp","v.d","ord.v","log.vd","sqrt.vd"
"2014","KD6C_",22,1,2018,"5_","4_",845,15.76,16.22,1.63,42,1,"KD6C_5_4_845","V","Mixed",13,105,"VISIT5","SP6","S",6,5,1.79175946922805,2.44948974278318
"2015","KD6C_",22,1,2018,"5_","4_",846,14.2,15.64,1.18,40,1,"KD6C_5_4_846","V","Mixed",7,96,"VISIT5","HP4","H",4,5,1.38629436111989,2
"2017","KD6C_",22,1,2018,"5_","7_",848,16.5,18.48,2.66,41,1,"KD6C_5_7_848","V","Mixed",10,145,"VISIT5","SP4","S",4,5,1.38629436111989,2
"2018","KD6C_",22,1,2018,"5_","7_",849,19.53,17.95,3.12,60,1,"KD6C_5_7_849","V","Mixed",13,118,"VISIT5","HP8","H",8,5,2.07944154167984,2.82842712474619
"2019","KD6C_",22,1,2018,"8_","5_",850,22.09,19.2,4.08,106,2,"KD6C_8_5_850","V","Mixed",7,74,"VISIT5","SP22","S",22,5,3.09104245335832,4.69041575982343
"2021","KD6C_",22,1,2018,"8_","5_",852,20.71,20.71,4,94,2,"KD6C_8_5_852","V","Mixed",5,154,"VISIT5","SP21","S",21,5,3.04452243772342,4.58257569495584
"2023","KD8_",22,1,2018,"3_","3_",854,20.17,19.39,3.93,95,3,"KD8_3_3_854","V","Mixed",18,199,"VISIT5","HP2","H",2,5,0.693147180559945,1.4142135623731
"2024","KD8_",22,1,2018,"3_","3_",855,21.73,20.51,4.32,93,2,"KD8_3_3_855","V","Mixed",13,112,"VISIT5","HP2","H",2,5,0.693147180559945,1.4142135623731
"2025","KD8_",22,1,2018,"3_","3_",856,17.85,19.82,2.99,45,1,"KD8_3_3_856","V","Mixed",6,65,"VISIT5","SP4","S",4,5,1.38629436111989,2
"2027","KD8_",22,1,2018,"3_","5_",858,19.92,19.57,3.5,79,2,"KD8_3_5_858","V","Mixed",7,82,"VISIT5","SP9","S",9,5,2.19722457733622,3
"2028","KD8_",22,1,2018,"3_","5_",859,21.37,21.1,4.49,113,3,"KD8_3_5_859","V","Mixed",16,174,"VISIT5","SP16","S",16,5,2.77258872223978,4
"2029","KD8_",22,1,2018,"3_","5_",860,9.97,13.14,1.04,18,1,"KD8_3_5_860","V","Mixed",7,55,"VISIT5","HP9","H",9,5,2.19722457733622,3
"2030","KD8_",22,1,2018,"3_","8_",861,19.08,18.94,3.16,47,1,"KD8_3_8_861","V","Mixed",5,66,"VISIT5","HN35","H",35,5,3.55534806148941,5.91607978309962
"2032","KD8_",22,1,2018,"3_","8_",863,22.41,20.39,4.42,107,3,"KD8_3_8_863","V","Mixed",14,253,"VISIT5","HP31","H",31,5,3.43398720448515,5.56776436283002
"2033","KD8_",22,1,2018,"3_","8_",864,22.74,20.48,4.7,103,3,"KD8_3_8_864","V","SB",10,167,"VISIT5","SP6","S",6,5,1.79175946922805,2.44948974278318
"2035","KD8_",22,1,2018,"3_","2_",866,21.18,19.47,3.68,105,2,"KD8_3_2_866","V","Mixed",10,123,"VISIT5","HP19","H",19,5,2.94443897916644,4.35889894354067
"2036","KD8_",22,1,2018,"3_","2_",867,21.45,19.92,4.09,95,2,"KD8_3_2_867","V","SB",16,185,"VISIT5","SP11","S",11,5,2.39789527279837,3.3166247903554
"2038","KD8_",23,1,2018,"3_","15_",869,20.14,20.58,3.89,78,2,"KD8_3_15_869","V","HB",9,91,"VISIT5","HN22","H",22,5,3.09104245335832,4.69041575982343
"2039","KD8_",23,1,2018,"3_","15_",870,21.71,20.59,4.65,106,3,"KD8_3_15_870","V","HB",6,67,"VISIT5","HP19","H",19,5,2.94443897916644,4.35889894354067
"2040","KD8_",23,1,2018,"3_","11_",871,14.97,13.69,1.18,67,2,"KD8_3_11_871","V","Mixed",16,158,"VISIT5","SP2","S",2,5,0.693147180559945,1.4142135623731
"2044","KD8_",23,1,2018,"3_","11_",875,14.22,14.02,1.25,73,1,"KD8_3_11_875","V","Mixed",8,46,"VISIT5","HP3","H",3,5,1.09861228866811,1.73205080756888
"2046","KD8_",23,1,2018,"5_","4_",877,16.68,20.42,3.43,61,2,"KD8_5_4_877","V","SB",8,73,"VISIT5","SP12","S",12,5,2.484906649788,3.46410161513775
"2048","KD8_",23,1,2018,"5_","4_",879,19.48,17.39,2.81,53,1,"KD8_5_4_879","V","Mixed",6,71,"VISIT5","SP22","S",22,5,3.09104245335832,4.69041575982343
"2049","KD8_",23,1,2018,"5_","4_",880,21.99,18.99,4.2,94,3,"KD8_5_4_880","V","Mixed",8,130,"VISIT5","HN24","H",24,5,3.17805383034795,4.89897948556636
"2051","KD8_",23,1,2018,"5_","17_",882,21.45,20.65,3.96,92,2,"KD8_5_17_882","V","HB",5,66,"VISIT5","HP35","H",35,5,3.55534806148941,5.91607978309962
"2052","KD8_",23,1,2018,"5_","17_",883,19.69,18.7,3.28,94,3,"KD8_5_17_883","V","HB",9,68,"VISIT5","HP5","H",5,5,1.6094379124341,2.23606797749979
"2053","KD8_",23,1,2018,"1_","5_",887,20.17,19.51,3.79,83,2,"KD8_1_5_887","V","Mixed",9,152,"VISIT5","HP15","H",15,5,2.70805020110221,3.87298334620742
"2056","KD8_",23,1,2018,"1_","5_",890,18.9,19.13,2.6,44,1,"KD8_1_5_890","V","Mixed",12,183,"VISIT5","SP17","S",17,5,2.83321334405622,4.12310562561766
"2059","KD8_",23,1,2018,"1_","8_",893,18.82,16.29,2.53,105,3,"KD8_1_8_893","V","Mixed",10,76,"VISIT5","SP4","S",4,5,1.38629436111989,2
"2060","KD8_",23,1,2018,"1_","8_",894,17.33,14.92,1.85,87,3,"KD8_1_8_894","V","Mixed",13,133,"VISIT5","SP5","S",5,5,1.6094379124341,2.23606797749979
"2061","KD8_",23,1,2018,"1_","8_",895,17.95,15.49,1.93,74,3,"KD8_1_8_895","V","Mixed",11,161,"VISIT5","SP10","S",10,5,2.30258509299405,3.16227766016838
"2063","KD8_",23,1,2018,"1_","14_",897,14.53,12.32,0.8,53,1,"KD8_1_14_897","V","HB",7,69,"VISIT5","HP3","H",3,5,1.09861228866811,1.73205080756888
"2065","KD8_",23,1,2018,"1_","14_",899,17.66,15.59,1.49,65,1,"KD8_1_14_899","V","HB",8,75,"VISIT5","HP2","H",2,5,0.693147180559945,1.4142135623731
"2066","KD8_",23,1,2018,"1_","14_",900,12.71,12.39,0.82,42,1,"KD8_1_14_900","V","HB",11,64,"VISIT5","HP1","H",1,5,0,1
"2073","KD5D_",23,1,2018,"3_","2_",907,20.96,19.15,3.14,75,1,"KD5D_3_2_907","V","SB",14,236,"VISIT5","SN41","S",41,5,3.71357206670431,6.40312423743285
"2074","KD5D_",23,1,2018,"3_","2_",908,20.47,17.65,3.07,100,2,"KD5D_3_2_908","V","Mixed",13,153,"VISIT5","SP26","S",26,5,3.25809653802148,5.09901951359278
"2075","KD5D_",23,1,2018,"3_","2_",909,21.51,17.88,3.23,103,3,"KD5D_3_2_909","V","Mixed",9,116,"VISIT5","HP47","H",47,5,3.85014760171006,6.85565460040104
"2076","KD5D_",23,1,2018,"3_","8_",910,15.36,19.25,2.64,63,2,"KD5D_3_8_910","V","Mixed",6,90,"VISIT5","HP8","H",8,5,2.07944154167984,2.82842712474619
"2077","KD5D_",23,1,2018,"3_","8_",911,22.12,18.86,3.4,104,3,"KD5D_3_8_911","V","Mixed",14,169,"VISIT5","HP2","H",2,5,0.693147180559945,1.4142135623731
"2078","KD5D_",23,1,2018,"3_","8_",912,16.22,19.79,2.82,48,2,"KD5D_3_8_912","V","Mixed",9,188,"VISIT5","SP4","S",4,5,1.38629436111989,2
"2079","KD5D_",23,1,2018,"3_","8_",913,13.26,15.11,1.06,16,1,"KD5D_3_8_913","V","Mixed",8,32,"VISIT5","SP7","S",7,5,1.94591014905531,2.64575131106459
"2080","KD5D_",23,1,2018,"3_","14_",914,6.32,8.05,0.11,19,1,"KD5D_3_14_914","V","SB",7,58,"VISIT5","SP19","S",19,5,2.94443897916644,4.35889894354067
"2082","KD5D_",23,1,2018,"3_","14_",916,11.93,10.01,0.52,60,1,"KD5D_3_14_916","V","Mixed",10,120,"VISIT5","HP44","H",44,5,3.78418963391826,6.6332495807108
"2084","KD5D_",23,1,2018,"3_","14_",918,12.8,10.74,0.63,74,1,"KD5D_3_14_918","V","Mixed",6,35,"VISIT5","SP10","S",10,5,2.30258509299405,3.16227766016838
"2085","KD6D_",24,1,2018,"30_","1_",919,21.48,16.29,2.55,63,1,"KD6D_30_1_919","V","Mixed",5,72,"VISIT5","HP14","H",14,5,2.63905732961526,3.74165738677394
"2087","KD6D_",24,1,2018,"30_","1_",921,21.96,18.66,3.58,107,3,"KD6D_30_1_921","V","Mixed",13,414,"VISIT5","HP4","H",4,5,1.38629436111989,2
"2088","KD6D_",24,1,2018,"30_","1_",922,21.42,20.01,3.57,104,3,"KD6D_30_1_922","V","Mixed",18,158,"VISIT5","HP4","H",4,5,1.38629436111989,2
"2089","KD6D_",24,1,2018,"28_","4_",931,12.36,10.21,0.6,57,2,"KD6D_28_4_931","V","Mixed",13,211,"VISIT5","SP31","S",31,5,3.43398720448515,5.56776436283002
"2091","KD6D_",24,1,2018,"28_","4_",933,13.59,11.38,0.81,57,2,"KD6D_28_4_933","V","HB",9,49,"VISIT5","HP1","H",1,5,0,1
"2092","KD6D_",24,1,2018,"28_","4_",934,14.69,11.5,1.01,73,2,"KD6D_28_4_934","V","Mixed",6,124,"VISIT5","HP5","H",5,5,1.6094379124341,2.23606797749979
"2093","KD6D_",24,1,2018,"28_","4_",935,14.04,11.91,1.06,69,2,"KD6D_28_4_935","V","Mixed",8,85,"VISIT5","HP10","H",10,5,2.30258509299405,3.16227766016838
"2094","KD6D_",24,1,2018,"28_","8_",936,20.24,18.43,3.15,103,3,"KD6D_28_8_936","V","Mixed",7,44,"VISIT5","HP8","H",8,5,2.07944154167984,2.82842712474619
"2095","KD6D_",24,1,2018,"28_","8_",937,21.31,18.36,3.07,103,2,"KD6D_28_8_937","V","Mixed",6,41,"VISIT5","HP6","H",6,5,1.79175946922805,2.44948974278318
"2096","KD6D_",24,1,2018,"28_","8_",938,22.26,18.93,3.76,107,2,"KD6D_28_8_938","V","Mixed",12,185,"VISIT5","HP5","H",5,5,1.6094379124341,2.23606797749979
"2097","KD6D_",24,1,2018,"28_","8_",939,21.27,17.5,3.43,109,3,"KD6D_28_8_939","V","Mixed",8,102,"VISIT5","HP2","H",2,5,0.693147180559945,1.4142135623731
"2098","KD6D_",24,1,2018,"28_","8_",940,21.77,18.97,3.63,104,3,"KD6D_28_8_940","V","Mixed",12,132,"VISIT5","HP16","H",16,5,2.77258872223978,4
"2099","KD6D_",24,1,2018,"28_","11_",941,6.13,7.4,0.06,10,1,"KD6D_28_11_941","V","HB",5,31,"VISIT5","HP2","H",2,5,0.693147180559945,1.4142135623731
"2100","KD6D_",24,1,2018,"28_","11_",942,5.93,6.53,0.05,6,1,"KD6D_28_11_942","V","HB",8,56,"VISIT5","HP10","H",10,5,2.30258509299405,3.16227766016838
"2101","KD6D_",24,1,2018,"25_","6_",947,21.66,21.07,3.82,98,2,"KD6D_25_6_947","V","Mixed",14,90,"VISIT5","HP14","H",14,5,2.63905732961526,3.74165738677394
"2102","KD6D_",24,1,2018,"25_","6_",948,19.9,18.98,3.36,100,1,"KD6D_25_6_948","V","Mixed",14,90,"VISIT5","SP3","S",3,5,1.09861228866811,1.73205080756888
"2103","KD6D_",24,1,2018,"25_","6_",949,19.12,18.21,2.89,81,1,"KD6D_25_6_949","V","Mixed",11,82,"VISIT5","HP4","H",4,5,1.38629436111989,2
"2104","KD6D_",24,1,2018,"25_","1_",950,22.68,18.16,3.71,114,2,"KD6D_25_1_950","V","Mixed",11,104,"VISIT5","SP2","S",2,5,0.693147180559945,1.4142135623731
"2105","KD6D_",24,1,2018,"25_","1_",951,20.96,17.78,3.19,112,1,"KD6D_25_1_951","V","Mixed",13,75,"VISIT5","HP3","H",3,5,1.09861228866811,1.73205080756888
"2106","KD6D_",24,1,2018,"25_","1_",952,21.01,19.77,4.08,109,2,"KD6D_25_1_952","V","Mixed",7,102,"VISIT5","SP3","S",3,5,1.09861228866811,1.73205080756888
"2107","KD6D_",24,1,2018,"25_","1_",953,20.41,18.75,3.62,68,2,"KD6D_25_1_953","V","Mixed",6,162,"VISIT5","SP1","S",1,5,0,1
"2108","KD6D_",24,1,2018,"20_","8_",959,23.54,21.1,4.2,104,3,"KD6D_20_8_959","V","HB",5,71,"VISIT5","HP35","H",35,5,3.55534806148941,5.91607978309962
"2109","KD6D_",24,1,2018,"20_","8_",960,12.21,20.14,1.33,29,1,"KD6D_20_8_960","V","HB",9,43,"VISIT5","HP2","H",2,5,0.693147180559945,1.4142135623731
"2110","KD6D_",24,1,2018,"20_","8_",961,23.97,20.79,4.68,103,3,"KD6D_20_8_961","V","HB",6,17,"VISIT5","HP4","H",4,5,1.38629436111989,2
"2111","KD6D_",24,1,2018,"20_","8_",962,24.43,21.98,4.7,106,2,"KD6D_20_8_962","V","HB",6,167,"VISIT5","HP9","H",9,5,2.19722457733622,3
"2113","KD8_",24,1,2018,"1_","3_",964,16.21,16.09,2.05,62,1,"KD8_1_3_964","V","HB",10,87,"VISIT5","HP6","H",6,5,1.79175946922805,2.44948974278318
"2114","KD8_",24,1,2018,"1_","3_",965,19.3,16.46,2.7,73,2,"KD8_1_3_965","V","Mixed",11,112,"VISIT5","HP3","H",3,5,1.09861228866811,1.73205080756888
"2115","KD8_",24,1,2018,"5_","3_",966,20.39,21.53,4.11,82,2,"KD8_5_3_966","V","HB",8,133,"VISIT5","HN97","H",97,5,4.57471097850338,9.8488578017961
"2117","KD8_",24,1,2018,"5_","3_",968,22.88,20,4.45,101,3,"KD8_5_3_968","V","Mixed",16,101,"VISIT5","HP2","H",2,5,0.693147180559945,1.4142135623731
"2118","KD8_",24,1,2018,"5_","3_",969,20.72,21.02,4.47,100,3,"KD8_5_3_969","V","HB",10,66,"VISIT5","HP7","H",7,5,1.94591014905531,2.64575131106459
"2119","KD8_",24,1,2018,"5_","8_",970,13.7,14.97,1.53,49,1,"KD8_5_8_970","V","HB",7,172,"VISIT5","HP4","H",4,5,1.38629436111989,2
"2120","KD6C_",24,1,2018,"11_","5_",972,17.59,15.08,2.21,81,2,"KD6C_11_5_972","V","HB",5,105,"VISIT5","HP2","H",2,5,0.693147180559945,1.4142135623731
"2122","KD6C_",24,1,2018,"11_","5_",974,16.02,13.48,1.49,78,2,"KD6C_11_5_974","V","HB",7,79,"VISIT5","HP31","H",31,5,3.43398720448515,5.56776436283002
"2125","KD5D_",24,1,2018,"3_","7_",977,20.55,17.99,2.99,113,2,"KD5D_3_7_977","V","HB",7,112,"VISIT5","HP18","H",18,5,2.89037175789616,4.24264068711928
"2127","KD5D_",24,1,2018,"3_","7_",979,22.19,20.69,4.31,120,3,"KD5D_3_7_979","V","Mixed",24,265,"VISIT5","HP8","H",8,5,2.07944154167984,2.82842712474619
"2128","KD5C_",25,1,2018,"30_","1_",980,10.72,11.35,0.49,49,1,"KD5C_30_1_980","V","SB",14,159,"VISIT5","SP7","S",7,5,1.94591014905531,2.64575131106459
"2130","KD5C_",25,1,2018,"30_","1_",982,11.5,8.9,0.43,56,1,"KD5C_30_1_982","V","Mixed",21,227,"VISIT5","SP3","S",3,5,1.09861228866811,1.73205080756888
"2131","KD5C_",25,1,2018,"30_","1_",983,7.97,11.98,0.28,24,1,"KD5C_30_1_983","V","Mixed",5,93,"VISIT5","SP2","S",2,5,0.693147180559945,1.4142135623731
"2132","KD5C_",25,1,2018,"30_","1_",984,11.69,12.52,0.78,47,1,"KD5C_30_1_984","V","HB",5,78,"VISIT5","HP13","H",13,5,2.56494935746154,3.60555127546399
"2133","KD5C_",25,1,2018,"30_","1_",985,10.77,8.78,0.35,45,1,"KD5C_30_1_985","V","Mixed",18,249,"VISIT5","SN18","S",18,5,2.89037175789616,4.24264068711928
"2134","KD5C_",25,1,2018,"30_","5_",986,19.86,19.32,3.15,72,1,"KD5C_30_5_986","V","Mixed",13,224,"VISIT5","HP6","H",6,5,1.79175946922805,2.44948974278318
"2135","KD5C_",25,1,2018,"30_","5_",987,18.33,17.94,2.22,53,1,"KD5C_30_5_987","V","Mixed",7,122,"VISIT5","HP16","H",16,5,2.77258872223978,4
"2136","KD5C_",25,1,2018,"30_","5_",988,16.8,16.73,2.23,57,2,"KD5C_30_5_988","V","Mixed",9,96,"VISIT5","SP6","S",6,5,1.79175946922805,2.44948974278318
"2137","KD5C_",25,1,2018,"30_","5_",989,17.88,18.89,2.98,64,1,"KD5C_30_5_989","V","Mixed",10,67,"VISIT5","HP4","H",4,5,1.38629436111989,2
"2138","KD5C_",25,1,2018,"30_","7_",994,16.05,15.69,1.59,34,1,"KD5C_30_7_994","V","Mixed",13,244,"VISIT5","SP8","S",8,5,2.07944154167984,2.82842712474619
"2139","KD5C_",25,1,2018,"30_","7_",995,17.07,18.86,2.75,56,1,"KD5C_30_7_995","V","Mixed",18,117,"VISIT5","HP6","H",6,5,1.79175946922805,2.44948974278318
"2140","KD5C_",25,1,2018,"30_","7_",996,18.34,17,1.63,55,1,"KD5C_30_7_996","V","Mixed",6,189,"VISIT5","HP22","H",22,5,3.09104245335832,4.69041575982343
"2143","KD5C_",25,1,2018,"25_","8_",999,19.34,16.85,2.32,101,3,"KD5C_25_8_999","V","Mixed",8,96,"VISIT5","SP14","S",14,5,2.63905732961526,3.74165738677394
"2144","KD5C_",25,1,2018,"25_","8_",1000,19.95,17.55,2.88,112,3,"KD5C_25_8_1000","V","Mixed",6,120,"VISIT5","HP32","H",32,5,3.46573590279973,5.65685424949238
"2145","KD5C_",25,1,2018,"25_","8_",1001,19.57,17.59,2.43,80,2,"KD5C_25_8_1001","V","SB",7,54,"VISIT5","SP9","S",9,5,2.19722457733622,3
"2146","KD5C_",25,1,2018,"25_","8_",1002,20.45,18.03,2.81,94,3,"KD5C_25_8_1002","V","Mixed",9,68,"VISIT5","HP7","H",7,5,1.94591014905531,2.64575131106459
"2148","KD6C_",25,1,2018,"8_","3_",1004,18.04,17,2.45,101,2,"KD6C_8_3_1004","V","Mixed",7,152,"VISIT5","SN48","S",48,5,3.87120101090789,6.92820323027551
"2150","KD5D_",25,1,2018,"3_","4_",1006,22.79,18.86,3.85,105,3,"KD5D_3_4_1006","V","Mixed",11,94,"VISIT5","HP6","H",6,5,1.79175946922805,2.44948974278318
"2151","KD5D_",25,1,2018,"3_","4_",1007,23.32,20.28,4.38,106,3,"KD5D_3_4_1007","V","Mixed",12,162,"VISIT5","HP2","H",2,5,0.693147180559945,1.4142135623731
"2152","KD5D_",25,1,2018,"3_","4_",1008,22.72,19.83,3.85,108,3,"KD5D_3_4_1008","V","Mixed",12,125,"VISIT5","HP8","H",8,5,2.07944154167984,2.82842712474619
"2153","KD5D_",25,1,2018,"3_","4_",1009,23.03,19.9,4.1,109,3,"KD5D_3_4_1009","V","HB",8,190,"VISIT5","HP7","H",7,5,1.94591014905531,2.64575131106459
"2156","KD6D_",26,1,2018,"30_","4_",1015,25.96,22.3,5.32,122,3,"KD6D_30_4_1015","V","HB",9,165,"VISIT5","HP6","H",6,5,1.79175946922805,2.44948974278318
"2157","KD6D_",26,1,2018,"28_","6_",1016,16.82,18.89,2.72,39,2,"KD6D_28_6_1016","V","Mixed",8,214,"VISIT5","HP11","H",11,5,2.39789527279837,3.3166247903554
"2158","KD6D_",26,1,2018,"28_","6_",1017,17.57,16.93,2.55,85,3,"KD6D_28_6_1017","V","HB",10,59,"VISIT5","HP4","H",4,5,1.38629436111989,2
"2159","KD6D_",26,1,2018,"28_","6_",1018,19.53,17.44,2.68,79,3,"KD6D_28_6_1018","V","HB",8,108,"VISIT5","HP13","H",13,5,2.56494935746154,3.60555127546399
"2177","KD6D_",26,1,2018,"23_","10_",1036,19.48,18.24,2.38,94,2,"KD6D_23_10_1036","V","HB",7,35,"VISIT5","HP4","H",4,5,1.38629436111989,2
"2179","KD6D_",26,1,2018,"23_","10_",1038,18.54,15.24,1.94,88,2,"KD6D_23_10_1038","V","HB",8,37,"VISIT5","HP7","H",7,5,1.94591014905531,2.64575131106459
"2181","KD5D_",26,1,2018,"1_","12_",1051,17.58,17.35,2.22,78,2,"KD5D_1_12_1051","V","Mixed",10,51,"VISIT5","HP10","H",10,5,2.30258509299405,3.16227766016838
"2182","KD5D_",26,1,2018,"1_","12_",1052,18.76,17.5,2.38,92,2,"KD5D_1_12_1052","V","Mixed",6,112,"VISIT5","HP5","H",5,5,1.6094379124341,2.23606797749979
"2183","KD5D_",26,1,2018,"1_","12_",1053,18.08,17.56,2.44,78,3,"KD5D_1_12_1053","V","Mixed",20,157,"VISIT5","HP6","H",6,5,1.79175946922805,2.44948974278318
"2185","KD5D_",26,1,2018,"1_","12_",1055,17.17,17.53,2.11,86,3,"KD5D_1_12_1055","V","Mixed",11,208,"VISIT5","HP43","H",43,5,3.76120011569356,6.557438524302
"2186","KD5C_",26,1,2018,"25_","3_",1056,9.28,14.54,0.82,12,1,"KD5C_25_3_1056","V","HB",7,88,"VISIT5","HP3","H",3,5,1.09861228866811,1.73205080756888
"2187","KD5C_",26,1,2018,"25_","3_",1057,15.97,16.7,1.83,27,1,"KD5C_25_3_1057","V","HB",10,131,"VISIT5","HP3","H",3,5,1.09861228866811,1.73205080756888
"2188","KD5C_",26,1,2018,"25_","3_",1058,22.28,18.95,3.84,87,2,"KD5C_25_3_1058","V","HB",6,63,"VISIT5","HP1","H",1,5,0,1
"2189","KD5C_",26,1,2018,"25_","3_",1059,22.25,18.21,3.88,97,2,"KD5C_25_3_1059","V","Mixed",16,186,"VISIT5","SP16","S",16,5,2.77258872223978,4
"2190","KD5C_",26,1,2018,"34_","2_",1066,17.04,16.53,2.27,90,3,"KD5C_34_2_1066","V","Mixed",14,172,"VISIT5","HP1","H",1,5,0,1
"2191","KD5C_",26,1,2018,"34_","2_",1067,11.29,14.6,1.29,18,1,"KD5C_34_2_1067","V","HB",10,120,"VISIT5","HP1","H",1,5,0,1
"2192","KD5C_",26,1,2018,"34_","2_",1068,18.28,15.65,2.29,75,2,"KD5C_34_2_1068","V","Mixed",11,113,"VISIT5","HP14","H",14,5,2.63905732961526,3.74165738677394
"2193","KD5C_",26,1,2018,"34_","2_",1069,15.61,14.64,1.8,78,3,"KD5C_34_2_1069","V","HB",5,148,"VISIT5","HN47","H",47,5,3.85014760171006,6.85565460040104
"2196","KD12B_",21,2,2018,"9_","2_",1219,19.43,19.67,3.73,93,3,"KD12B_9_2_1219","V","Mixed",5,82,"VISIT5","HP5","H",5,5,1.6094379124341,2.23606797749979
"2199","KD12B_",21,2,2018,"7_","3_",1222,19.7,19.22,3.1,99,2,"KD12B_7_3_1222","V","HB",10,68,"VISIT5","HP4","H",4,5,1.38629436111989,2
"2203","KD12B_",21,2,2018,"2_","8_",1226,20.35,19.11,3.63,98,2,"KD12B_2_8_1226","V","Mixed",5,80,"VISIT5","SP6","S",6,5,1.79175946922805,2.44948974278318
"2206","KD12B_",22,2,2018,"2_","3_",1229,22.26,19.59,4.15,107,2,"KD12B_2_3_1229","V","Mixed",10,199,"VISIT5","SP30","S",30,5,3.40119738166216,5.47722557505166
"2207","KD12B_",22,2,2018,"2_","3_",1230,20.64,17.91,3.31,115,2,"KD12B_2_3_1230","V","HB",10,116,"VISIT5","HP6","H",6,5,1.79175946922805,2.44948974278318
"2209","KD12B_",22,2,2018,"5_","5_",1232,18.26,19.26,3.22,80,3,"KD12B_5_5_1232","V","Mixed",5,67,"VISIT5","SN45","S",45,5,3.80666248977032,6.70820393249937
"2386","24I_",NA,NA,2017,"46_","4_",711,16.89,17.45,2.66,67,2,"24I_46_4_711","V","Mixed",7,95,"VISIT6","SP45","S",45,6,3.80666248977032,6.70820393249937
"2388","24I_",NA,NA,2017,"46_","17_",719,17.19,18.9,3.11,82,2,"24I_46_17_719","V","HB",6,118,"VISIT6","HP7","H",7,6,1.94591014905531,2.64575131106459
"2392","24I_",NA,NA,2017,"46_","17_",723,16.32,19.86,3.04,64,1,"24I_46_17_723","V","HB",6,94,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2393","24I_",NA,NA,2017,"46_","27_",728,17.24,15.44,2.21,69,2,"24I_46_27_728","V","Mixed",6,349,"VISIT6","SN121","S",121,6,4.79579054559674,11
"2396","24I_",NA,NA,2017,"46_","27_",731,13.27,13.86,1.29,56,1,"24I_46_27_731","V","HB",6,143,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2401","24I_",NA,NA,2017,"6_","1_",736,21.92,19.92,3.08,112,2,"24I_6_1_736","V","Mixed",13,113,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2403","24I_",NA,NA,2017,"6_","1_",738,7.61,14.6,0.75,13,1,"24I_6_1_738","V","HB",6,56,"VISIT6","HP18","H",18,6,2.89037175789616,4.24264068711928
"2415","24I_",NA,NA,2017,"6_","26_",752,21.89,19.62,3.46,112,3,"24I_6_26_752","V","Mixed",7,75,"VISIT6","SP3","S",3,6,1.09861228866811,1.73205080756888
"2423","24I_",NA,NA,2017,"46_","24_",760,16.27,17.22,2.45,59,2,"24I_46_24_760","V","Mixed",6,60,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2425","24I_",NA,NA,2017,"46_","30_",763,17.26,16.99,2.85,96,2,"24I_46_30_763","V","Mixed",7,221,"VISIT6","SP28","S",28,6,3.3322045101752,5.29150262212918
"2430","24I_",NA,NA,2017,"46_","37_",768,17.98,16.21,2.36,56,2,"24I_46_37_768","V","HB",7,223,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2431","KD5D_",18,1,2018,"1_","15_",782,25.44,22.67,5.81,123,3,"KD5D_1_15_782","V","Mixed",14,206,"VISIT6","HP7","H",7,6,1.94591014905531,2.64575131106459
"2432","KD5D_",18,1,2018,"1_","15_",783,21.4,22.83,4.74,83,2,"KD5D_1_15_783","V","Mixed",12,262,"VISIT6","SP8","S",8,6,2.07944154167984,2.82842712474619
"2433","KD5D_",18,1,2018,"1_","15_",784,24.73,22.01,5.53,105,3,"KD5D_1_15_784","V","Mixed",9,212,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2434","KD5D_",18,1,2018,"1_","17_",785,20.68,20.17,3.82,87,2,"KD5D_1_17_785","V","Mixed",9,126,"VISIT6","HN7","H",7,6,1.94591014905531,2.64575131106459
"2435","KD5D_",18,1,2018,"1_","17_",786,21.77,19.59,3.97,91,3,"KD5D_1_17_786","V","Mixed",12,213,"VISIT6","SP48","S",48,6,3.87120101090789,6.92820323027551
"2436","KD5D_",18,1,2018,"1_","17_",787,21.21,19.74,3.88,95,3,"KD5D_1_17_787","V","Mixed",10,129,"VISIT6","SP2","S",2,6,0.693147180559945,1.4142135623731
"2437","KD6D_",18,1,2018,"30_","9_",788,22.94,20.42,4.36,99,2,"KD6D_30_9_788","V","HB",7,184,"VISIT6","HP5","H",5,6,1.6094379124341,2.23606797749979
"2440","KD6D_",18,1,2018,"30_","9_",791,19.7,19.79,3.99,90,3,"KD6D_30_9_791","V","HB",16,200,"VISIT6","HN35","H",35,6,3.55534806148941,5.91607978309962
"2441","KD6D_",18,1,2018,"30_","9_",792,21.27,20.17,4.09,107,3,"KD6D_30_9_792","V","HB",10,147,"VISIT6","HP25","H",25,6,3.2188758248682,5
"2442","KD6D_",18,1,2018,"23_","5_",793,21.23,18.53,3.14,71,1,"KD6D_23_5_793","V","HB",6,199,"VISIT6","HP16","H",16,6,2.77258872223978,4
