Species,SHOOT,Grow.con,Block,Year,Date,Row,Plant number,Tag,DONOR,TREATMENT,SPEC.COM,FS,TVN,Pick.date,Size,Fresh.wgt,Ripe.time,Visitor1,Visitor2,Visitor3,Visitor4,Visitor5,Visitor6,Visitor7,Visitor8,Visitor9,Visitor10,Visitor11,Visitor12,Visitor13,Visitor14,Visitor15,POLL,seed number,Firmness
BR,F,Ground,Jilly,2018,18_10,9,26,18_10_9_26_2_OBS_12,NA,V,BB,1,1,,,,,B N 1,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,18_10,9,26,18_10_9_26_2_OBS_17,NA,V,BB,0,1,,,,,B N 1,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,18_10,9,26,18_10_9_26_2_OBS_18,NA,V,BB,1,1,,,,,B N 1,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,13,2,15_10_13_2_2_OBS_1,NA,V,BB,1,1,,,,,B N 1,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,13,2,15_10_13_2_2_OBS_3,NA,V,BB,1,1,,,,,B N 2,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,13,2,15_10_13_2_2_OBS_6,NA,V,BB,1,1,,,,,B N 2,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,13,3,12_10_13_3_2_OBS_9,NA,V,BB,1,1,,,,,B N 2,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,13,3,12_10_13_3_NA_OBS_10,NA,V,BB,1,1,,,,,B N 3,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,15,14_10_13_15_1_OBS_3,NA,V,BB,1,1,,,,,B N 3,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_NA_OBS_2,NA,V,BB,1,1,,,,,H N 21,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,7,13_10_4_7_NA_CP_5,NA,V,BB,0,2,,,,,B N 8,B N 5,,,,,,,,,,,,,,0,,
BR,F,Ground,Jilly,2018,14_10,9,10,14_10_9_10_NA_OBS_5,NA,V,BB,1,2,,,,,B N 7,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,9,10,14_10_9_10_NA_OBS_6,NA,V,BB,0,2,,,,,B N 5,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,9,10,14_10_9_10_NA_OBS_10,NA,V,BB,1,2,,,,,B N 4,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,9,10,14_10_9_10_NA_OBS_11,NA,V,BB,1,2,,,,,B N 5,B N 3,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,9,10,14_10_9_10_NA_OBS_12,NA,V,BB,1,2,,,,,B N 3,B N 1,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,9,11,12_10_9_11_NA_OBS_7,NA,V,BB,1,2,,,,,B N 11,B N 6,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,13,2,15_10_13_2_2_OBS_2,NA,V,BB,1,2,,,,,B N 2,B N 1,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,13,2,15_10_13_2_2_OBS_4,NA,V,BB,1,2,,,,,B N 1,B N 1,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,13,3,12_10_13_3_NA_OBS_1,NA,V,BB,1,2,,,,,B N 2,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,13,3,12_10_13_3_NA_OBS_2,NA,V,BB,0,2,,,,,B N 3,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,15,14_10_13_15_1_OBS_1,NA,V,BB,0,2,,,,,B N 3,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,15,14_10_13_15_1_OBS_2,NA,V,BB,1,2,,,,,B N 3,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,13,20,13_10_13_20_NA_OBS_3,NA,V,BB,1,2,,,,,B N 7,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_2_OBS_3,NA,V,BB,1,2,,,,,B N 5,B N 3,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_2_OBS_15,NA,V,BB,1,2,,,,,B N 5,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_2_OBS_16,NA,V,BB,1,2,,,,,B N 3,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_2_OBS_17,NA,V,BB,1,2,,,,,B N 1,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_2_OBS_18,NA,V,BB,1,2,,,,,B N 5,B N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,52,12_10_3_52_NA_OBS_3,NA,V,BB,1,3,,,,,H N 2,H N 2 ,H N 4,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,52,12_10_3_52_NA_OBS_4,NA,V,BB,1,3,,,,,H N 9,H N 7,H N 3,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,16_10,9,10,16_10_9_10_3_OBS_3,NA,V,BB,0,1,,,,,B N 3,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,9,10,14_10_9_10_NA_OBS_4,NA,V,BB,1,3,,,,,B N 6,B N 2,B N 1,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,13,2,15_10_13_2_2_OBS_5,NA,V,BB,1,3,,,,,B N 1,B N 1,B N 1,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,13,2,15_10_13_2_2_OBS_9,NA,V,BB,1,3,,,,,B N 1,B N 1,B N 1,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,13,2,15_10_13_2_2_OBS_13,NA,V,BB,1,3,,,,,B N 6,B N 1,B N 1,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_NA_OBS_6,NA,V,BB,1,3,,,,,B N 5,B N 4,B N 2,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,13,20,13_10_13_20_NA_OBS_7,NA,V,BB,1,3,,,,,B N 2,B N 4,B N 2,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,13,20,13_10_13_20_2_OBS_6,NA,V,BB,1,3,,,,,B N 6,B N 2,B N 1,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_2_OBS_8,NA,V,BB,1,3,,,,,B N 6,B N 1,B N 1,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_2_OBS_9,NA,V,BB,1,3,,,,,B N 5,B N 2,B N 2,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,52,12_10_3_52_NA_OBS_6,NA,V,BB,1,4,,,,,H N 14,H N 1,H N 8,H N 6,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,9,10,14_10_9_10_NA_OBS_7,NA,V,BB,1,1,,,,,B N 7,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,13,2,15_10_13_2_2_OBS_7,NA,V,BB,1,4,,,,,B N 4,B N 1,B N 1,B N 1,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,13,2,15_10_13_2_2_OBS_10,NA,V,BB,1,4,,,,,B N 5,B N 1,B N 1,B N 1,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_NA_OBS_4,NA,V,BB,1,4,,,,,B N 5,B N 1,B N 2,B N 1,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_2_OBS_7,NA,V,BB,1,4,,,,,B N 2,B N 2,B N 1,B N 1,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_2_OBS_11,NA,V,BB,1,4,,,,,B N 3,B N 1,B N 2,B N 1,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,52,12_10_3_52_NA_OBS_7,NA,V,BB,1,5,,,,,H N 20,H N 6,H N 6,H N 9,H N 3,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_11,13,20,14_11_13_20_2_OBS_10,NA,V,BB,1,5,,,,,B N 3,B N 5,B N 2,B N 1,B N 3,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,13,20,14_10_13_20_2_OBS_12,NA,V,BB,1,5,,,,,B N 4,B N 2,B N 1,B N 1,B N 2,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,7,13_10_4_7_NA_OP_2,NA,OP,HB,1,1,,,,,H N 20,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,7,13_10_4_7_NA_OP_3,NA,OP,HB,1,1,,,,,H N 18,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,7,13_10_4_7_NA_OP_4,NA,OP,HB,1,1,,,,,H N 22,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,7,13_10_4_7_NA_OP_5,NA,OP,HB,1,1,,,,,H N 20,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,7,13_10_4_7_NA_CP_1,NA,UP,HB,0,1,,,,,H N 8,,,,,,,,,,,,,,,0,,
BR,F,Ground,Jilly,2018,14_10,3,18,14_10_3_18_1_OBS_1,NA,V,HB,1,1,,,,,H N 22,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,28,12_10_3_28_2_OBS_6,NA,V,HB,1,1,,,,,H N 3,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,3,28,13_10_3_28_2_OBS_7,NA,V,HB,1,1,,,,,H N 15,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,3,28,13_10_3_28_2_OBS_10,NA,V,HB,1,1,,,,,H N 22,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,3,28,13_10_3_28_3_OBS_5,NA,V,HB,1,1,,,,,H N 14,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,11_10,3,28,11_10_3_28_NA_OBS_1,NA,V,HB,1,1,,,,,H N 14,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,11_10,3,28,11_10_3_28_NA_OBS_2,NA,V,HB,0,1,,,,,H N 8,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,11_10,3,28,11_10_3_28_NA_OBS_3,NA,V,HB,1,1,,,,,H N 14,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,11_10,3,28,11_10_3_28_NA_OBS_4,NA,V,HB,0,1,,,,,H N 14,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,16_10,3,39,16_10_3_39_2_OBS_14,NA,V,HB,0,1,,,,,H N 2,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,39,12_10_3_39_NA_OBS_2,NA,V,HB,1,1,,,,,H N 9,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,39,12_10_3_39_NA_OBS_7,NA,V,HB,0,1,,,,,H N 7,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,3,52,13_10_3_52_2_OBS_5,NA,V,HB,1,1,,,,,H N 20,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,3,52,13_10_3_52_2_OBS_6,NA,V,HB,1,1,,,,,H N 18,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,3,52,13_10_3_52_2_OBS_7,NA,V,HB,1,1,,,,,H N 23,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,3,52,13_10_3_52_2_OBS_8,NA,V,HB,1,1,,,,,H N 20,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,2,13_10_4_2_2_OBS_1,NA,V,HB,1,1,,,,,H N 27,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,2,13_10_4_2_2_OBS_3,NA,V,HB,0,1,,,,,H N 7,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,2,13_10_4_2_3_OBS_1,NA,V,HB,1,2,,,,,H N 12,H N 7,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,2,13_10_4_2_3_OBS_7,NA,V,HB,1,1,,,,,H N 23,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,4,2,14_10_4_2_3_OBS_8,NA,V,HB,1,1,,,,,H N 11,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,4,2,12_10_4_2_NA_OBS_4,NA,V,HB,1,1,,,,,H N 4,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,7,13_10_4_7_2_OBS_6,NA,V,HB,1,1,,,,,H N 23,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,7,13_10_4_7_2_OBS_7,NA,V,HB,1,1,,,,,H N 30,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,7,13_10_4_7_2_OBS_8,NA,V,HB,1,1,,,,,H N 5,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,4,34,12_10_4_34_1_OBS_6,NA,V,HB,1,1,,,,,H N 3,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,4,34,12_10_4_34_2_OBS_8,NA,V,HB,1,1,,,,,H N 8,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,49,13_10_4_49_2_OBS_1,NA,V,HB,1,1,,,,,H N 9,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,49,13_10_4_49_2_OBS_2,NA,V,HB,1,1,,,,,H N 5,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,49,13_10_4_49_2_OBS_4,NA,V,HB,1,1,,,,,H N 12,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_11,4,49,12_11_4_49_NA_OBS_6,NA,V,HB,1,1,,,,,H N 11,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,51,13_10_4_51_1_OBS_3,NA,V,HB,1,1,,,,,H N 3,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,51,13_10_4_51_1_OBS_4,NA,V,HB,1,1,,,,,H N 3,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,51,13_10_4_51_2_OBS_2,NA,V,HB,1,1,,,,,H N 3,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,51,13_10_4_51_2_OBS_4,NA,V,HB,0,1,,,,,H N 24,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,12,13_10_6_12_1_OBS_4,NA,V,HB,0,1,,,,,H N 1,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,12,13_10_6_12_1_OBS_5,NA,V,HB,1,1,,,,,H N 14,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,12,13_10_6_12_2_OBS_1,NA,V,HB,1,1,,,,,H N 35,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,12,13_10_6_12_2_OBS_2,NA,V,HB,1,1,,,,,H N 9,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,12,13_10_6_12_2_OBS_3,NA,V,HB,1,1,,,,,H N 8,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,12,13_10_6_12_2_OBS_4,NA,V,HB,0,1,,,,,H N 41,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,12,13_10_6_12_2_OBS_5,NA,V,HB,1,1,,,,,H N 9,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,12,13_10_6_12_2_OBS_8,NA,V,HB,1,1,,,,,H N 22,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,6,24,14_10_6_24_1_OBS_2,NA,V,HB,1,1,,,,,H N 17,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,6,24,14_10_6_24_1_OBS_5,NA,V,HB,1,1,,,,,H N 8,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,6,24,14_10_6_24_1_OBS_6,NA,V,HB,1,1,,,,,H N 3,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_11,6,24,14_11_6_24_1_OBS_8,NA,V,HB,1,1,,,,,H N 8,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,6,24,14_10_6_24_1_OBS_10,NA,V,HB,1,1,,,,,H N 17,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_12,6,24,14_12_6_24_1_OBS_12,NA,V,HB,1,1,,,,,H N 9,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,6,24,14_10_6_24_1_OBS_15,NA,V,HB,1,1,,,,,H N 17,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,6,24,14_10_6_24_1_OBS_17,NA,V,HB,1,1,,,,,H N 16,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,6,24,14_10_6_24_1_OBS_18,NA,V,HB,1,1,,,,,H N 3,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,6,24,15_10_6_24_2_OBS_4,NA,V,HB,1,1,,,,,H N 9,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,6,28,12_10_6_28_NA_OBS_5,NA,V,HB,1,1,,,,,H N 26,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,18_10,6,32,18_10_6_32_2_OBS_4,NA,V,HB,1,1,,,,,H N 4,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,34,13_10_6_34_1_OBS_1,NA,V,HB,0,1,,,,,H N 22,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,34,13_10_6_34_1_OBS_2,NA,V,HB,1,1,,,,,H N 1,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,34,13_10_6_34_1_OBS_3,NA,V,HB,1,1,,,,,H N 22,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,6,34,15_10_6_34_1_OBS_4,NA,V,HB,0,1,,,,,H N 30,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,6,34,15_10_6_34_2_OBS_4,NA,V,HB,1,1,,,,,H N 28,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,34,13_10_6_34_2_OBS_5,NA,V,HB,1,1,,,,,H N 18,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,34,13_10_6_34_2_OBS_6,NA,V,HB,1,1,,,,,H N 33,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,34,13_10_6_34_2_OBS_7,NA,V,HB,1,1,,,,,H N 26,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,6,34,13_10_6_34_2_OBS_8,NA,V,HB,1,1,,,,,H N 33,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,9,4,13_10_9_4_1_OBS_1,NA,V,HB,0,1,,,,,H N 9,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_12,9,4,13_12_9_4_2_OBS_3,NA,V,HB,1,1,,,,,H N 4,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,9,4,13_10_9_4_2_OBS_5,NA,V,HB,1,1,,,,,H N 8,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,17_10,9,4,17_10_9_4_3_OBS_5,NA,V,HB,0,1,,,,,H N 22,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,17_10,9,4,17_10_9_4_3_OBS_15,NA,V,HB,1,1,,,,,H N 9,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,9,11,12_10_9_11_NA_OBS_2,NA,V,HB,1,1,,,,,H N 32,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,18_10,9,26,18_10_9_26_2_OBS_5,NA,V,HB,1,1,,,,,H N 3,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,9,26,14_10_9_26_2_OBS_6,NA,V,HB,1,1,,,,,H N 18,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,15_10,13,2,15_10_13_2_1_OBS_6,NA,V,HB,1,1,,,,,H N 13,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,11_10,13,23,11_10_13_23_1_OBS_1,NA,V,HB,1,1,,,,,H N 2,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,13,23,13_10_13_23_1_OBS_8,NA,V,HB,1,1,,,,,H N 1,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,4,7,12_10_4_7_NA_OBS_1,NA,V,HB,0,1,,,,,H N 2,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_11,4,7,12_11_4_7_NA_OBS_4,NA,V,HB,1,1,,,,,H N 15,,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,7,13_10_4_7_NA_HP_5,BR,V,HB,1,2,,,,,H N 24,H N 5,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,3,18,14_10_3_18_1_OBS_2,NA,V,HB,1,2,,,,,H N 19,H N 24,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,3,18,14_10_3_18_1_OBS_5,NA,V,HB,1,2,,,,,H N 11,H N 10,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,3,18,14_10_3_18_1_OBS_6,NA,V,HB,1,2,,,,,H N 31,H N 2,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,3,18,14_10_3_18_2_OBS_1,NA,V,HB,1,2,,,,,H N 2,H N 11,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,3,18,14_10_3_18_2_OBS_2,NA,V,HB,1,2,,,,,H N16,H N 3,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,14_10,3,18,14_10_3_18_2_OBS_5,NA,V,HB,1,2,,,,,H N 3,H N 8,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,28,12_10_3_28_2_OBS_2,NA,V,HB,1,2,,,,,H N 25,H N 13,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,28,12_10_3_28_2_OBS_9,NA,V,HB,1,2,,,,,H N 14,H N 6,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,3,28,13_10_3_28_3_OBS_1,NA,V,HB,0,2,,,,,H N 18,H N 5,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,3,28,13_10_3_28_3_OBS_9,NA,V,HB,1,2,,,,,H N 22,H N 21,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_11,3,28,13_11_3_28_3_OBS_11,NA,V,HB,1,2,,,,,H N 9,H N 6,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,11_10,3,28,11_10_3_28_NA_OBS_5,NA,V,HB,1,2,,,,,H N 9,H N 7,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,16_10,3,39,16_10_3_39_2_OBS_4,NA,V,HB,1,2,,,,,H N 2,H N 13,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,39,12_10_3_39_NA_OBS_1,NA,V,HB,1,2,,,,,H N 6,H N 6,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,39,12_10_3_39_NA_OBS_8,NA,V,HB,1,2,,,,,H N 10,H N 5,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,12_10,3,39,12_10_3_39_NA_OBS_10,NA,V,HB,1,2,,,,,H N 12,H N 9,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,3,52,13_10_3_52_2_OBS_3,NA,V,HB,1,2,,,,,H N 24,H N 5,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,2,13_10_4_2_2_OBS_2,NA,V,HB,1,2,,,,,H N 5,H N 4,,,,,,,,,,,,,,1,,
BR,F,Ground,Jilly,2018,13_10,4,2,13_10_4_2_3_OBS_3,NA,V,HB,1,2,,,,,H N 7,H N 5,,,,,,,,,,,,,,1,,
